question,answer,category
What is the GMD (Dalasi)?,The Dalasi (GMD) is the local currency used for all domestic tuition and fee transactions at UTG.,General
Does UTG have a dress code?,While there is no strict uniform students are expected to dress decently and professionally in accordance with university values.,General
Can I change my major after admission?,Students may apply for a change of major subject to the approval of the respective Deans and meeting the requirements of the new program.,General
What is the academic calendar of UTG?,The academic year is usually divided into two semesters: the first semester (starting around Sept/Oct) and the second semester (starting around Feb/March).,General
Is there on-campus housing for students?,Hostel facilities are being developed especially at the Faraba Banta campus to accommodate students.,General
What is the UTG transcript office?,It is the office responsible for issuing official academic records and transcripts to graduates and current students.,General
Does UTG offer Law degrees?,Yes the Faculty of Law offers an LLB (Bachelor of Laws) program and is located at the Kanifing Campus.,General
What are the requirements for a Master's degree?,Applicants must hold a relevant undergraduate degree from a recognized university with a minimum CGPA (usually 3.0 or equivalent).,General
How can I contact the UTG Admissions Office?,The office can be reached via email at info@utg.edu.gm or through various phone lines listed on the official website.,General
Does UTG engage in community service?,Yes through its "Service to Community" pillar UTG conducts outreach and research to inform national policy.,General
What are the minimum credit requirements for undergraduate admission?,Applicants must have a minimum of 5 credits in WASSCE or GCE O' Levels including English and Mathematics.,Admission
Can I apply with more than two sittings of WASSCE?,No undergraduate admission generally requires the 5 credits to be obtained in not more than two sittings.,Admission
How much is the undergraduate application fee for the 2025/2026 session?,The application fee for the current session is D1100.00.,Admission
Where can I pay the application fee?,Payments can be made at any branch of Trust Bank Guaranty Trust Bank (GTBank) or EcoBank.,Admission
What is the "Pin Code" and how do I get it?,The Pin Code is a unique access number sent via SMS within 48 hours of bank payment to access the online form.,Admission
How do I obtain my Pin Code if I don't receive the SMS?,You can present your bank receipt at the Accounts Office Kanifing Campus to collect it manually.,Admission
What is the deadline for undergraduate applications for the first semester 2025/2026?,The deadline is July 31st 2025.,Admission
Can I apply for the second semester?,Yes UTG often opens a second call for applications typically with a deadline in January.,Admission
What is the result verification fee?,Applicants must pay a fee of D600.00 for each WASSCE/GCE result they wish to verify.,Admission
Is there an age limit for the "Mature Candidate" route?,Yes candidates must be 30 years or older to qualify for mature entry.,Admission
What are the requirements for mature candidates?,Mature applicants need at least 3 credits (including English or Math) and 5 years of relevant work experience.,Admission
What documents must I upload during the online application?,You must upload your WASSCE results ID (Passport/Birth Cert) a passport photo and bank receipts.,Admission
What is the maximum file size for uploaded documents?,The total size of scanned documents should not exceed 5MB to ensure successful uploading.,Admission
How will I know if I have been admitted?,UTG notifies successful candidates via SMS alerts and by sending admission letters to their registered emails.,Admission
Can I track my application status online?,Yes you can login to the UTG Portal (utg.gm) using your credentials to track your progress.,Admission
What is the application fee for a Master's degree?,The application fee for Master's programs is typically D750.00.,Admission
What is the application fee for a PhD program?,The PhD application fee is currently D1000.00.,Admission
What is the minimum CGPA required for Master's admission?,Applicants usually need a first degree with a minimum CGPA of 3.00 or a Second Class Upper division.,Admission
Are reference letters required for graduate studies?,Yes most graduate programs require at least two reference letters to be uploaded or submitted via the portal.,Admission
Does the School of Medicine require hard copy submissions?,Yes medicine and nursing applicants must often submit hard copies to the Admissions Office in Kanifing in addition to the online form.,Admission
What are the requirements for the Technical Diploma in Pharmacy?,Applicants need 4 credits including English Math and two science subjects (Biology Chemistry or Physics).,Admission
Are health checks required for admission?,Yes candidates for medical and allied health programs must undergo health checks and criminal record clearance.,Admission
Can international students apply to UTG?,Yes international students are encouraged to apply and must make payments through EcoBank Gambia Limited.,Admission
What is the English proficiency requirement for non-ECOWAS students?,International applicants from non-English speaking countries must provide an English proficiency certificate.,Admission
Can I transfer from another university to UTG?,Yes transfer students are accepted subject to transcript evaluation by the relevant Dean and Registrar.,Admission
What documents do transfer students need?,Transcripts a valid passport and a recommendation letter from their previous university's Dean or Lecturer.,Admission
Is the application fee refundable?,No the application fee is strictly non-refundable.,Admission
Can I apply for more than one program?,The portal typically allows you to select a first and second choice of study within the same application.,Admission
How long does the undergraduate degree take?,A standard Bachelor's degree program lasts for 4 academic years (8 semesters).,Admission
What is the "Access Programme"?,It is a bridge program for students who did not meet the full 5-credit requirement for direct entry.,Admission
Which campus handles Law admissions?,The Faculty of Law admissions are handled at the Kanifing Campus.,Admission
Is there an interview for undergraduate programs?,Interviews are usually required for specialized programs like Medicine Journalism and Law.,Admission
What happens if I enter the wrong phone number?,You may not receive your Pin Code or admission alerts; you must contact the Admissions Office to rectify it.,Admission
Do I need to submit my original certificates immediately?,No you upload scanned copies during application; originals are verified during the physical registration process.,Admission
Can I apply if my WASSCE results are not yet out?,Usually candidates must have their results at the time of application unless "Awaiting Results" is specifically permitted.,Admission
What is the duration of a Master's program?,Master's programs at UTG generally last for 2 years (4 semesters).,Admission
What is the requirement for MSc in Economics?,A first degree in Economics Math or Statistics with a minimum CGPA of 3.00.,Admission
What are the requirements for the LLB (Law) program?,High WASSCE scores (especially in English/Govt) or a first degree in a related field for mature/graduate entry.,Admission
Are there specific requirements for the School of ICT?,Strong credits in Mathematics and Physics/Science are generally required for ICT programs.,Admission
Does UTG accept HND for Master's admission?,Candidates with HND may be considered if they have significant experience or a top-up degree as per Senate approval.,Admission
How do I access the online application form?,Go to the UTG website (www.utg.edu.gm) and click on the "Apply" or "Admission" link.,Admission
Can I pay for the application through mobile money?,Currently payments are primarily accepted via the designated bank branches.,Admission
What is the deadline for result verification payment?,The verification fee must be paid before the final application deadline to ensure the file is processed.,Admission
Is there a separate form for the Faraba Banta campus?,No all applications are centralized through the main UTG portal regardless of campus.,Admission
What should I do if my Pin Code is invalid?,Contact the UTG Admissions Office or the IT helpdesk numbers (3650018/3650031) for assistance.,Admission
Are there scholarships for new students?,New students are eligible to apply for various government and external scholarships once they receive an admission letter.,Admission
Does UTG offer PhD in History?,Yes the School of Arts and Sciences offers PhD programs including History and African Studies.,Admission
Can I change my course after being admitted?,Course changes are subject to vacancy in the new department and approval from the Registrar.,Admission
What is the deadline for postgraduate applications?,For the 2025/2026 academic year the graduate application deadline is July 15th 2025.,Admission
Can I apply if I have a Diploma from MDI or GTTI?,Yes relevant diplomas from recognized institutions like MDI or GTTI can be used for advanced entry or "Access" routes.,Admission
What is the standard grading scale at UTG?,UTG uses a letter grading system where A+ is 90-100 (4.30) A is 80-89 (4.00) and A- is 70-79 (3.70).,Academics
What is the minimum CGPA required to remain in good academic standing?,A student must maintain a minimum Cumulative Grade Point Average (CGPA) of 2.00 to avoid academic probation.,Academics
What is the consequence of falling below a 2.00 CGPA for two consecutive semesters?,The student will be placed on academic probation and may be required to withdraw for one academic year.,Academics
How many credits is a standard course worth at UTG?,Most academic courses are worth 3 credit hours each.,Academics
What is the minimum class attendance requirement to sit for exams?,Students must attend at least 80% of all lectures in a course to be eligible to sit for the final examination.,Academics
What is the penalty for late submission of assignments?,A minimum penalty of 5% per day is typically applied for late submissions with some departments refusing work after one week.,Academics
What are General Education Requirements (GERs)?,GERs are mandatory courses across various disciplines that all students must pass regardless of their major.,Academics
How many credit hours are typically required for an LLB degree?,A student must accumulate a minimum of 129 credit hours to graduate with a Bachelor of Laws.,Academics
What is the maximum credit load a student can take per semester?,Students generally register for 18 to 21 credits (6 or 7 courses) per semester.,Academics
When is the "Add/Drop" period for courses?,The Add/Drop period typically occurs during the first two to three weeks of the semester.,Academics
Does UTG have an Honors degree track?,Yes honors degrees (like the LLB with Honours) are awarded to students who complete a dissertation and maintain high CGPAs.,Academics
What is the numerical equivalent of a 'B' grade?,"A 'B' grade (64-66%) has a numerical point value of 3.00.",Academics
What is the passing mark for a course at the university?,The minimum passing mark for most undergraduate courses is 40% (grade D).,Academics
How long is a standard semester of lectures?,A typical semester consists of 13 to 15 weeks of active instruction followed by a revision week.,Academics
What is the "Revision Week"?,It is a one-week period after lectures end and before exams begin dedicated to independent study and exam preparation.,Academics
What are the requirements to graduate with "Summa Cum Laude" honors?,A student must achieve a Cumulative Quality Point Average (CQPA) between 4.000 and 4.300.,Academics
Can I take a course if I haven't passed the prerequisite?,No students must successfully complete and pass all prerequisite courses before enrolling in advanced levels.,Academics
What is the credit value of a final year dissertation?,A final year dissertation or thesis is typically worth 6 credit hours.,Academics
What is "Academic Probation"?,It is a status assigned to students whose CGPA falls below the required minimum signaling they are at risk of withdrawal.,Academics
How is the CGPA calculated?,The CGPA is the weighted average of the grade points earned in all courses taken since enrollment.,Academics
What is the "Summer School" session?,It is an accelerated 9-week session held between July and August for students to catch up on or fast-track courses.,Academics
Are there remedial courses for students who failed WASSCE Mathematics?,Yes UTG offers MTH001 and MTH002 as remedial math courses for those who entered without a math credit.,Academics
What is the role of the School Board in academics?,The School Board reviews and approves examination results before they are sent to the University Senate.,Academics
What is the University Senate's role in graduation?,The Senate is the final authority that approves the list of graduands and the conferment of degrees.,Academics
What is a "WF" grade?,A 'WF' grade stands for "Withdrawal Failing" and is assigned if a student withdraws from a course after the penalty deadline.,Academics
What is a "W" grade?,A 'W' grade signifies "Withdrawal" without academic penalty typically allowed during the first month of the semester.,Academics
Does UTG offer inter-school transfers?,Yes students can apply for a transfer between schools if they meet the requirements of the new department and have a high enough CGPA.,Academics
What defines a "Full-time" graduate student?,A full-time Master's or PhD student is typically expected to complete their program in 4 to 6 semesters.,Academics
What is the "Gambia Law Review"?,It is the official academic journal of the Faculty of Law showcasing legal research and articles.,Academics
How many semesters are in an academic year?,The academic year is divided into two main semesters (First and Second) plus an optional Summer session.,Academics
What are the core departments in the School of Business?,The school is organized into the Department of Economics & Finance and the Department of Management Sciences.,Academics
What is the focus of the School of ICT?,The School of ICT focuses on Computer Science Information Systems Software Engineering and Telecommunications.,Academics
Are exams conducted at the end of every semester?,Yes final examinations are held at the end of both the first and second semesters.,Academics
What is a "Continuous Assessment" (CA)?,CA refers to quizzes assignments and mid-semester tests that contribute to the final grade of a course.,Academics
What is the typical weight of a final exam versus CA?,Final exams usually weigh 60% of the total grade while Continuous Assessment makes up the remaining 40%.,Academics
Can I view my grades online?,Yes students can check their semester results and transcripts through the UTG Student Portal.,Academics
What is a "Matriculation Ceremony"?,It is a formal event where new students officially swear an oath of loyalty to the university's academic rules.,Academics
Does UTG offer a PhD in History?,Yes the School of Arts and Sciences offers a PhD in African History.,Academics
What is the "Moot Court" used for?,The Mooting Room in the Faculty of Law is used for practical training in legal arguments and mock trials.,Academics
What is the "Alieu Badara Joof Library"?,It is the university's central library facility providing resources for research and academic study.,Academics
Are there specific academic requirements for International Students?,International students must meet the same academic standards as local students but may require English proficiency certification.,Academics
What is the "Convocation Ceremony"?,It is the annual graduation ceremony where degrees and diplomas are formally conferred upon successful students.,Academics
Can a student repeat a failed course?,Yes students are required to repeat and pass any core or mandatory courses they have failed.,Academics
What happens if a student is caught in examination malpractice?,Examination malpractice is a serious offense that can lead to immediate suspension or expulsion from the university.,Academics
Who is the first point of contact for academic issues in a faculty?,The Faculty Officer or the Head of Department is the primary contact for student academic inquiries.,Academics
What is "Service to Community" in the curriculum?,It is a core pillar of UTG where students apply their academic knowledge to solve local social and economic challenges.,Academics
Does the School of Medicine have different academic rules?,Yes medical students follow a more intensive clinical-based schedule with specific progression hurdles.,Academics
What is the language of examination at UTG?,All examinations and academic assessments are conducted in English.,Academics
Are lecturers available for academic advising?,Yes all students are assigned or have access to academic advisors within their respective departments.,Academics
What is the "Dean's List"?,The Dean's List is an honorary mention for students who achieve exceptional CGPAs during a specific semester.,Academics
What is the annual tuition fee for Gambian undergraduate students?,The average annual tuition fee for Gambian undergraduate students is approximately D34900 to D40000 depending on the school.,Fees
How much are international undergraduate students charged per year?,International students generally pay an annual tuition fee of approximately $4950.,Fees
What is the tuition fee for "Mature" students?,The annual tuition fee for students admitted via the Mature Candidate route is typically D70000.,Fees
What are the mandatory annual "other costs" at UTG?,In addition to tuition students must pay D1200 covering Student Union Development Technology and Library fees.,Fees
How much is the undergraduate application fee?,The application fee for undergraduate programs is D1100.,Fees
What is the application fee for Master's programs?,The fee for applying to a Master's degree program is D750.,Fees
What is the application fee for PhD programs?,The fee for applying to a PhD program is D1000.,Fees
How much is the result verification fee?,Applicants must pay D600 for each WASSCE/GCE result they wish to have verified.,Fees
Are tuition fees paid per year or per semester?,Fees can be paid annually (en bloc) or in two equal installments at the start of each semester.,Fees
What is the minimum percentage of fees required to sit for exams?,UTG policy requires students to have paid at least 40% of their total due fees to be cleared for examinations.,Fees
Which banks are authorized for UTG fee payments?,Payments must be made into the University of The Gambia accounts at Trust Bank GTBank or EcoBank.,Fees
Is there a specific fee for the LLB program for Gambians?,The annual tuition fee for the LLB (Law) program for Gambian students is D40000.,Fees
What is the tuition fee for the Master of Science in International Relations?,The tuition for the MSc in International Relations and Diplomacy is typically D40000 per semester.,Fees
Is there an extra fee for graduate thesis supervision?,Yes graduate students are required to pay a supervision fee of D5000 (split as D2500 per annum).,Fees
What is the late registration penalty?,A late fee of $100.00 (or the GMD equivalent) is often charged to students who register after the official deadline.,Fees
Does UTG offer a discount for staff or current students on diploma courses?,Yes a 10% discount on tuition is often available for UTG staff and current students enrolling in specialized diploma courses.,Fees
What is the tuition for the Diploma in Data Science?,The tuition fee for the Diploma in Data Science is D25000.,Fees
How much is the Diploma in Fullstack Web Development?,The tuition for the Fullstack Web Development (MERN STACK) diploma is D20000.,Fees
What is the fee for the Diploma in Artificial Intelligence?,The tuition for the Diploma in AI is D25000.,Fees
How much is the Diploma in Cyber Security?,The tuition for the Cyber Security diploma is D15000.,Fees
Is the application fee refundable?,No all application fees paid to the university are strictly non-refundable.,Fees
Can I pay my fees using mobile money?,Currently UTG requires payments to be made through designated bank branches or specific online portal integrations.,Fees
What is the "Student Union Fee"?,It is a mandatory annual contribution included in the "other costs" that supports student government activities.,Fees
Do international students pay in Dalasi or USD?,International students are generally quoted and required to pay in US Dollars ($).,Fees
What happens if I lose my bank payment receipt?,You must contact the university's Chief Accountant at the Kanifing Campus with proof of identity to track the transaction.,Fees
Does the university provide an official receipt after bank payment?,Yes students must present their bank teller to the University Chief Accountant to receive an official UTG receipt.,Fees
Is there a graduation fee?,Yes graduating students must pay a convocation fee which covers the gown rental and certificate processing.,Fees
How much is the transcript request fee?,There is a nominal fee for issuing official academic transcripts usually around D500 to D1000.,Fees
Do science programs have higher fees than arts programs?,While tuition is similar science and medical programs may have additional laboratory fees.,Fees
What is the "Technology Fee" used for?,The technology fee supports the maintenance of the student portal campus Wi-Fi and ICT infrastructure.,Fees
Are there fees for the "Access Programme"?,Yes the Access Programme has a specific fee structure which is usually lower than full degree tuition.,Fees
Can I get a fee waiver for being a top performer?,High-performing students are encouraged to apply for Government or UTG-specific scholarships which can cover full tuition.,Fees
What is the deadline for first semester fee payments?,Fees are generally due at the commencement of the semester or before the mid-semester break.,Fees
Is there a fee for changing my major?,A processing fee is often required for students applying for an inter-school or departmental transfer.,Fees
How do I pay for the WASSCE result verification?,The verification fee is paid at the bank alongside the application fee using the same payment slip.,Fees
Is the library fee mandatory for all students?,Yes the library fee is a mandatory part of the annual registration costs for all enrolled students.,Fees
What is the "Development Fee"?,It is a mandatory fee contributed by all students toward the physical and infrastructural growth of the university.,Fees
Are medical students' fees different?,Yes students in the School of Medicine follow a different fee schedule due to clinical rotations and specialized training.,Fees
Does UTG charge for replacement of ID cards?,Yes a replacement fee is charged if a student loses their official University ID card.,Fees
How do I provide evidence of payment for registration?,Students must upload scanned copies of their bank receipts onto the UTG portal to complete online registration.,Fees
Can I defer my admission and keep my fees for next year?,Fees are generally non-transferable; however students can apply for deferment through the Registrar's office.,Fees
What is the cost of the MSc in Physics (Renewable Energy)?,Tuition for specialized Master's programs is generally quoted around D40000 per semester.,Fees
Are there additional fees for the Summer Session?,Yes courses taken during the Summer School session are charged per credit hour or per course separately from annual tuition.,Fees
Who manages the University's financial aid and scholarships?,The Office of Admission and Financial Aid in the Administration Building handles these inquiries.,Fees
Can corporate sponsors pay directly to UTG?,Yes sponsors can wire funds or pay via cheque to the UTG bank account provided the student's name and ID are referenced.,Fees
Is there a fee for the English Proficiency Certificate?,If the university issues the certificate for an outgoing student a processing fee is required.,Fees
How much does the "IELTS for UKVI" cost in the Gambia?,While not a UTG fee it is approximately 259980 XOF for Gambian students taking it via the British Council.,Fees
Are postgraduate diploma (PGD) fees lower than Master's fees?,Generally PGD programs have a slightly lower tuition rate per semester compared to full Master's degrees.,Fees
What is the "Supervision Fee" for PhD students?,PhD students pay an annual supervision fee to cover the costs of their research advisors.,Fees
Does UTG offer any partial scholarships for needy students?,UTG coordinates with the Ministry of Higher Education (MoHERST) to provide bursaries for eligible Gambian students.,Fees
Which campus serves as the main hub for UTG?,The Faraba Banta Campus is the university's flagship and main campus designed to house most of the schools and administrative offices.,Facilities
Where is the Faculty of Law located?,The Faculty of Law is located at the Kanifing Campus on MDI Road.,Facilities
Where do medical students attend classes?,Students of the School of Medicine and Allied Health Sciences are primarily based at the Banjul Campus near the Edward Francis Small Teaching Hospital.,Facilities
What is the Alieu Badara Joof Library?,It is the central university library located at the Faraba Banta Campus providing extensive physical and digital research resources.,Facilities
Does UTG provide on-campus housing?,Yes new student hostel facilities have been developed at the Faraba Banta Campus to accommodate residential students.,Facilities
What facilities are available at the Kanifing Campus?,The Kanifing Campus houses the School of Business and Public Administration the Faculty of Law and the main administrative offices.,Facilities
Is there a dedicated building for ICT?,Yes the School of ICT has specialized labs and lecture halls equipped for computing and software development.,Facilities
What is the Brikama Campus used for?,Historically the Brikama Campus has hosted the School of Arts and Sciences and the School of Education.,Facilities
Are there science laboratories at UTG?,Yes UTG has laboratories for Biology Chemistry and Physics located across the Brikama and Faraba Banta campuses.,Facilities
Does UTG have a Moot Court?,Yes the Faculty of Law features a Moot Court facility for students to practice litigation and legal arguments.,Facilities
Are there sports facilities at the new campus?,The Faraba Banta Master Plan includes dedicated zones for football track and other athletic activities for students.,Facilities
What digital resources does the library offer?,Students have access to various academic databases e-journals and the Koha-based library management system.,Facilities
Is there Wi-Fi available on campus?,UTG provides campus-wide Wi-Fi access for students and staff to support research and digital learning.,Facilities
Does UTG have a cafeteria?,Yes there are designated canteen and cafeteria areas at the Kanifing Brikama and Faraba Banta campuses.,Facilities
What is the "Digital Hub"?,It is a facility within the School of ICT designed to foster innovation coding and tech collaboration.,Facilities
How do students travel between campuses?,The university operates a shuttle bus service to transport students between the various campus locations like Kanifing and Faraba Banta.,Facilities
Are there auditorium facilities for large events?,Yes the Faraba Banta Campus features large-capacity auditoriums for graduations and academic conferences.,Facilities
Does the School of Journalism have a studio?,The School of Journalism and Digital Media utilizes media labs for practical training in broadcast and print journalism.,Facilities
Are there health clinics on campus?,Basic medical services and first aid are available to students through campus clinics and proximity to national hospitals.,Facilities
Where is the School of Agriculture located?,The School of Agriculture has facilities at the Brikama and Faraba Banta campuses including access to research farms.,Facilities
Is there a prayer room or mosque on campus?,Yes dedicated prayer spaces are available at the major campuses for the student body.,Facilities
Are the campuses accessible for students with disabilities?,UTG is continuously upgrading its infrastructure specifically at Faraba Banta to include ramps and accessible facilities.,Facilities
What is the Peace Garden?,It is a landscaped outdoor space at the campus designed for quiet study and student relaxation.,Facilities
Does UTG have a language lab?,The School of Arts and Sciences maintains facilities for language learning and phonetic practice.,Facilities
Where are the student union offices located?,The UTG Students' Union (UTGSU) has administrative offices at the Kanifing and Brikama campuses.,Facilities
Are there computer labs for non-ICT students?,Yes general-purpose computer labs are available for all students to conduct research and complete assignments.,Facilities
What research centers are hosted at UTG?,Facilities include the Centre for Transitional Justice and the Centre for Sustainable Development and Policy Studies.,Facilities
Is there a bookstore on campus?,Small convenience shops and stationery kiosks are available to provide students with essential learning materials.,Facilities
Where can I find the University Relations office?,The University Relations and Communications office is located within the main administrative block in Kanifing.,Facilities
Are there designated study halls?,Yes several "Peace Huts" and dedicated study halls are provided for group work and individual revision.,Facilities
What is the capacity of the new Faraba Banta classrooms?,The classrooms vary in size from 40-seat seminar rooms to lecture theaters holding over 200 students.,Facilities
Does UTG have an e-learning platform?,Yes the university utilizes a Moodle-based Learning Management System (LMS) for virtual classes and resource sharing.,Facilities
Are the labs equipped for engineering?,The School of ICT and Engineering is developing specialized labs for telecommunications and hardware engineering.,Facilities
Where is the School of Graduate Studies office?,The administrative office for graduate research and coordination is located at the Kanifing Campus.,Facilities
What security measures are in place on campus?,The university employs 24-hour security personnel and is implementing CCTV coverage in key areas.,Facilities
Are there printing and scanning services?,Yes student centers at each campus offer printing and document scanning facilities at a nominal cost.,Facilities
Does the university have a radio station?,The School of Journalism often collaborates with community stations and is developing internal broadcast facilities.,Facilities
What is the "American Corner"?,While independent the American Corner in Banjul and Comium building often serves as a partner facility for UTG students' research.,Facilities
Where can students get their ID cards issued?,Student IDs are processed and issued at the ICT unit or Admission office in Kanifing.,Facilities
Are there facilities for the School of Arts and Sciences at Faraba?,Yes the School of Arts and Sciences has relocated major departments to the new buildings at Faraba Banta.,Facilities
What kind of internet speed is available?,The university has upgraded its bandwidth to support high-speed fiber optic connections at the main campuses.,Facilities
Are there outdoor benches for studying?,Yes the campuses feature various shaded outdoor seating areas designed for student interaction and study.,Facilities
Does the School of Medicine have a library?,Yes a specialized medical library is maintained at the Banjul Campus for healthcare students.,Facilities
How is the electricity managed on campus?,The university uses the national grid supplemented by standby generators and solar power at the Faraba Banta site.,Facilities
Are there meeting rooms for student clubs?,Student organizations can book classrooms or designated meeting spaces through the Faculty Officers.,Facilities
Where is the office of the Vice Chancellor?,The Vice Chancellor's suite is located in the main Administration Building at the Kanifing Campus.,Facilities
Does the university have a guest house?,UTG maintains limited guest housing for visiting scholars and external examiners.,Facilities
Are there geography and GIS labs?,Yes the School of Arts and Sciences maintains a lab for Geographic Information Systems (GIS) and mapping.,Facilities
Is there a parking lot for students?,Ample parking space is provided at the Kanifing and Faraba Banta campuses for students who drive.,Facilities
What is the "Gold Standard" validation facility?,This refers to the methodological framework used by researchers and students in the university's data and social science labs.,Facilities
