question,answer,category
Is "General Science" (GNS 101) mandatory?,"Yes, it is a General Education Requirement for non-science majors to provide basic scientific literacy.",Courses
What is studied in "History of The Gambia to 1900" (HIS 201)?,"The course explores pre-colonial Gambian states, the trans-Atlantic slave trade, and early colonial encounters.",Courses
What is the "Introduction to Organic Chemistry" (CHM 123)?,"It covers the structure, properties, and reactions of carbon-based compounds and functional groups.",Courses
What does "Microeconomics" (ECO 101) involve?,"Students study individual and firm-level decision-making, supply and demand, and market structures.",Courses
What is "Data Communication and Networking" (ICT 203)?,"A technical course on the OSI model, TCP/IP protocols, and local area network (LAN) configurations.",Courses
Is "French for Communication" (FRE 101) an elective?,"Yes, it is a popular elective designed for students who want to develop basic conversational French skills.",Courses
What is "Principles of Marketing" (MKT 201)?,"The course introduces the marketing mix (4Ps), market segmentation, and consumer behavior analysis.",Courses
What is "Introduction to Psychology" (PSY 101)?,"A foundational course covering human behavior, cognitive processes, and psychological development.",Courses
What do students study in "Structural Engineering" (ARC 301)?,"Under the Engineering school, this course covers load-bearing structures, material strength, and building safety.",Courses
What is "Public Sector Accounting" (ACC 305)?,"A specialized accounting course focusing on government budgeting, fund accounting, and public financial management.",Courses
Does the Nursing program include "Pathophysiology"?,"Yes, it is a core Year 2 course that explores the functional changes associated with disease and injury.",Courses
What is "Environmental Law" (LAW 405)?,"A Law faculty course examining the legal frameworks for environmental protection and resource management in The Gambia.",Courses
What is "Introduction to GIS" (GRY 310)?,"The course teaches Geographic Information Systems (GIS) for spatial data analysis and mapping.",Courses
What is "Software Quality Assurance" (SWE 402)?,"A course for Software Engineering majors focusing on testing methodologies, bug tracking, and code reviews.",Courses
Is "Business Ethics" (BUS 205) required for Management students?,"Yes, it explores ethical dilemmas in business, corporate social responsibility, and professional conduct.",Courses
What is "Islamic Jurisprudence" (ISS 205)?,"A core course in Islamic Studies that explores 'Al-Fiqh' and the application of Sharia in personal and social life.",Courses
What does "Digital Forensics" (CYS 401) cover?,"Under the Cybersecurity track, this course teaches techniques for recovering and investigating data from digital devices.",Courses
What is "Development Theory" (DEV 101)?,"It examines global development paradigms, including modernization, dependency theory, and sustainable development.",Courses
What is studied in "Plant Pathology" (AGR 304)?,"Agriculture students learn about plant diseases, their causes, and integrated pest management strategies.",Courses
Is "Artificial Intelligence" (CSC 405) a final-year course?,"Yes, it is an advanced elective covering machine learning, neural networks, and problem-solving algorithms.",Courses
What is "International Trade" (ECO 402)?,"An advanced Economics course focusing on trade theories, tariffs, and the role of the WTO in global markets.",Courses
What is "Human Rights Law" (LAW 308)?,"A Law course that focuses on international human rights instruments and the African Charter on Human and Peoples' Rights.",Courses
What do students learn in "Mobile App Development" (ICT 307)?,"The course focuses on cross-platform mobile development using frameworks like Flutter or React Native.",Courses
What is "Soil Mechanics" (ARC 205)?,"An Engineering/Architecture course on the physical properties of soil and its behavior as a construction foundation.",Courses
What is "Comparative Politics" (POL 202)?,"Students compare different political systems, regimes, and ideologies across various nations.",Courses
What is studied in "Quantitative Methods" (ECO 205)?,"It involves the application of mathematical and statistical tools to economic analysis and research.",Courses
Is "Auditing II" (ACC 401) required for professional certification?,"Yes, it is a prerequisite for students aiming for ACCA or Gambia Institute of Chartered Accountants (GICA) membership.",Courses
What is "Media Production" (JOU 204)?,"A hands-on Journalism course teaching video editing, sound recording, and broadcast studio operations.",Courses
What is "Clinical Pharmacology"?,"A crucial module for Medical students focusing on drug administration, dosages, and patient reactions.",Courses
What is "Research Methods in Social Sciences" (DER 301)?,"A core 3rd-year course that prepares students for their final year thesis and data collection.",Courses
