question,answer,category
"What is ""MKT 201: Principles of Advertising""?","The history and practice of creating effective advertising campaigns.",Courses
"What is ""ICT 105: Logic and Algorithms""?","The fundamental principles of problem-solving and programming logic.",Courses
"What is taught in ""CSC 315: Operating Systems""?","The study of process management, memory allocation, and file systems.",Courses
"What is ""AGR 210: Animal Nutrition""?","The study of feeding standards and nutrient requirements for livestock.",Courses
"What is ""PHC 410: Global Health""?","An examination of health issues that transcend national borders.",Courses
"What is ""EDU 210: Guidance and Counseling""?","Foundational skills for supporting student personal and career development.",Courses
"What is ""ENG 401: History of the English Language""?","The evolution of English from its origins to its current global status.",Courses
"What is ""CHM 401: Environmental Chemistry""?","The study of chemical processes occurring in the environment and the impact of pollutants.",Courses
"What is ""PHY 310: Thermal Physics""?","The study of heat, work, temperature, and the statistical behavior of systems.",Courses
"What is ""LAW 105: Tort Law""?","An analysis of civil wrongs and the legal remedies for injuries or harm.",Courses
"What is ""JOUR 301: Broadcast Journalism""?","Practical training in radio and television news production.",Courses
"What is ""BIO 401: Evolutionary Biology""?","The study of the processes that have produced the diversity of life on Earth.",Courses
"What is ""AGR 401: Plant Pathology""?","The study of diseases in plants caused by pathogens and environmental factors.",Courses
"What is ""PBA 101: Introduction to Governance""?","A survey of political systems, state institutions, and democratic principles.",Courses
"What is taught in ""CSC 210: Computer Architecture""?","The internal design and organization of computer hardware components.",Courses
"What is ""EDU 315: Special Education""?","Instructional strategies for teaching students with diverse learning needs.",Courses
"What is ""MAT 210: Probability and Statistics""?","The study of random variables, distributions, and data analysis techniques.",Courses
"What is ""LAW 210: Contract Law""?","The principles governing the formation and enforcement of legal agreements.",Courses
"What is ""ENG 305: Shakespearean Drama""?","An intensive study of the plays and sonnets of William Shakespeare.",Courses
"What is ""CHM 102: Physical Chemistry I""?","The study of the physical properties and behavior of chemical systems.",Courses
"What is ""PHY 105: Introduction to Astronomy""?","A survey of the celestial bodies and the physical laws of the universe.",Courses
"What is ""SOC 301: Urban Sociology""?","The study of social life and human interaction in metropolitan areas.",Courses
"What is ""ARA 405: Translation Studies""?","Techniques for translating texts between Arabic and English.",Courses
"What is ""MKT 310: Digital Brand Management""?","Strategies for building and maintaining brand identity online.",Courses
"What is ""ICT 415: Cloud Computing""?","A 2026 module on virtualization, cloud storage, and network services.",Courses
"What is ""CSC 499: Final Year Project""?","The capstone research or software development project for graduating students.",Courses
