question,answer,category
What documents are needed for a scholarship application?,"Commonly required documents include a birth certificate, WASSCE results, admission letter, and a motivational letter.",Scholarships
Are there scholarships for Journalism students?,"Yes, journalism students are eligible for MoHERST scholarships and specialized grants from international media organizations.",Scholarships
Can I apply for a scholarship for a "Technical Diploma"?,"Yes, the MRC Holland Foundation and MoHERST both support students in technical diploma tracks like Pharmacy and Lab Science.",Scholarships
What is the "Gambia Daily" scholarship announcement?,"It is the official government newspaper where MoHERST and other agencies publish calls for scholarship applications.",Scholarships
Does the "LUCCC Program" provide funding?,"The Least Developed Countries Universities Consortium on Climate Change (LUCCC) provides research funding for students at the Farafenni Campus.",Scholarships
What is the "Bonding Requirement" for MoHERST scholarships?,"Awardees must sign a legal agreement to serve the country (usually 2–5 years) upon completion of their studies before collecting their award letters.",Scholarships
"Can I apply for the Chevening Scholarship at UTG?","Chevening is for Master's degrees in the UK, but UTG graduates with at least two years of work experience are highly eligible to apply.",Scholarships
What is the "Stipendium Hungaricum" program for Gambians?,"A fully-funded scholarship for Gambian students to study in Hungary at the Bachelor’s, Master’s, or PhD level across various disciplines.",Scholarships
Does the World Bank support UTG scholarships?,"Yes, through the Africa Centre of Excellence (ACE) and MoHERST, the World Bank funds many STEM and Applied Science scholarships.",Scholarships
What is the "IsDB-ISFD" scholarship for LDMCs?,"A program for students from Least Developed Member Countries like The Gambia who need financial assistance for science and medicine degrees.",Scholarships
How many MoHERST scholarships are typically awarded annually?,"In recent cycles, the government has awarded approximately 450 scholarships specifically for students at UTG and USET.",Scholarships
What is the "Africa Oxford Initiative" (AfOx) scholarship?,"A fully-funded Master’s scholarship at the University of Oxford available to high-achieving UTG graduates who demonstrate leadership.",Scholarships
Does the MRC Holland Foundation cover the "Access Programme"?,"While their primary focus is on degree and diploma tracks, they prioritize funding for students from rural backgrounds regardless of the track.",Scholarships
Is there a scholarship for the "PhD in Climate Change"?,"Yes, the WASCAL program provides fully-funded scholarships for the PhD in Climate Change and Education at the Faraba Campus.",Scholarships
Can I get a scholarship for the "Bachelor of Laws" (LLB)?,"Yes, MoHERST and the PMO frequently sponsor law students, though these are highly competitive and merit-based.",Scholarships
What is the "Joint Japan/World Bank" scholarship?,"A program for mid-career professionals in The Gambia to pursue a Master’s degree in development-related fields abroad.",Scholarships
"Are there 'Partial Scholarships' at UTG?","Some donors, like the Holland Scholarship, provide a one-time grant (e.g., €5,000) rather than covering the full duration of the program.",Scholarships
What is the "Merit Scholarship for High Technology"?,"An IsDB program that supports UTG students pursuing advanced research in fields like Biotechnology, ICT, and Engineering.",Scholarships
How does the "Student Loan Scheme" differ from a scholarship?,"Scholarships are grants that don't require repayment, whereas the upcoming government loan scheme must be repaid after the student secures employment.",Scholarships
"Do I need a passport to apply for a scholarship?","For local MoHERST/MRC Holland awards, an ID card or Birth Certificate is sufficient; international awards usually require a valid passport.",Scholarships
What is the "OPEC Fund" scholarship?,"A grant program that supports students from developing countries like The Gambia to pursue graduate studies in poverty reduction and energy.",Scholarships
Does UTG provide a "Tuition Waiver" for staff children?,"Yes, the university has a policy that offers tuition concessions for the children and spouses of its permanent staff members.",Scholarships
What is the "Commonwealth Scholarship"?,"A prestigious award for students from Commonwealth countries to pursue Master’s and PhD studies in the UK, New Zealand, or Canada.",Scholarships
How are "STEM" scholarships prioritized by the government?,"MoHERST currently allocates approximately 65% of all national scholarships to Science, Technology, Engineering, and Mathematics fields.",Scholarships
"Can I transfer my scholarship from one program to another?","No, scholarship awards are usually tied to the specific program listed in your admission letter and cannot be changed without sponsor approval.",Scholarships
What is the "Chinese Government Scholarship" (CSC)?,"A fully-funded program for Gambian students to study at top Chinese universities, coordinated through the Ministry of Foreign Affairs.",Scholarships
Is there a scholarship for "Medical Students" (MBChB)?,"Yes, the government prioritizes medical students to address the human capital gap in the national health sector.",Scholarships
What is the "University of Glasgow African Excellence Award"?,"A full tuition fee waiver for one-year Master’s programs in the UK available to high-achieving African students including Gambians.",Scholarships
Do I need to pay for a scholarship application form?,"No, official government and foundation scholarship forms (MoHERST, MRC Holland) are typically provided free of charge.",Scholarships
What is the "Personnel Management Office" (PMO) study leave?,"A sponsorship where civil servants receive their full salary and tuition coverage while studying at UTG to improve public service capacity.",Scholarships
How do "Refugee" students access scholarships?,"International organizations like UNHCR and AfOx provide specific considerations and funding pools for students from displaced backgrounds.",Scholarships
What is the "African Development Bank" (AfDB) scholarship?,"Occasional research grants provided through regional projects at UTG focusing on agriculture and infrastructure development.",Scholarships
What is the "MPOWER Financing" scholarship?,"A private scholarship for international students (including Gambians) who are pursuing degrees in the US or Canada.",Scholarships
Are scholarships available for "Summer Sessions"?,"Most major scholarships only cover the standard 1st and 2nd semesters; summer courses often require out-of-pocket payment unless specified.",Scholarships
What is the "UTG Alumni Scholarship"?,"A fund being developed by the Alumni Association to provide small bursaries to final-year students facing financial hardship.",Scholarships
"What is the 2026 deadline for the MRC Holland Foundation scholarship?","For the 2026 intake, applications for Grade 12 graduates typically close in mid-May, with focal points at Regional Education Offices.",Scholarships
"Where is the MRC Holland Scholarship Office located?","The main office is located off the Brufut Highway in Brusubi, and they can be reached at +220 7700038 for enquiries.",Scholarships
"Can I apply for the WASCAL scholarship online?","Yes, applications for the UTG/WASCAL Doctoral Program in Climate Change and Education are submitted via www.wascal.org.",Scholarships
"What is the age limit for the WASCAL Doctoral scholarship?","Applicants must generally be no more than 40 years of age by the end of the application year to be eligible for the full German-funded award.",Scholarships
"Does the UTG/Erasmus+ program offer scholarships?","Yes, UTG participates in Erasmus+ exchange programs, recently sending students to partner universities in Spain for the 2026 session.",Scholarships
"What is the contact email for the MoHERST scholarship unit?","You can reach the Ministry of Higher Education scholarship desk at info@moherst.gov.gm or visit their office in the Kanifing Institutional Layout.",Scholarships
"Is there a language requirement for the WASCAL scholarship?","Yes, selected applicants undergo a 4-month intensive English or French language course in Ghana or Togo as part of the training.",Scholarships
"What is the 'Global Impact Scholarship' for 2026?","A scholarship for master's programs in the UK (like at Loughborough) that offers a 100% tuition waiver for high-achieving Gambian students.",Scholarships
"Does the University of Glasgow offer scholarships to UTG alumni?","Yes, the African Excellence Award provides a full tuition fee waiver for one-year Master’s programs for the 2026/27 academic session.",Scholarships
"What is the 'Personnel Management Office' (PMO) phone contact?","The PMO, which handles civil service study leave, can be contacted via the central government switchboard or at their office in Banjul.",Scholarships
"Are there specific scholarships for teachers in 2026?","Yes, MoBSE and MoHERST have 2026 initiatives to fund teachers upgrading to B.Ed or S1 degrees through the RPL system.",Scholarships
"How do I apply for the 'Education Future International Scholarship'?","This is a non-government scholarship for Gambian students studying at home or abroad, with a 2026 deadline of March 31st.",Scholarships
"What is the 'IsDB-BISEW' scholarship?","A specialized IT scholarship from the Islamic Development Bank that occasionally supports diploma students at the School of ICT.",Scholarships
"Can I apply for a scholarship with a 'Conditional Offer'?","Most international sponsors like the British Council allow applications with a conditional offer, provided conditions are met before enrollment.",Scholarships
"What is the 'MRC Holland focal point' at Regional Offices?","These are designated officers in the six regional education directorates who collect scholarship forms for students living outside the Banjul area.",Scholarships
"Is there a scholarship for the 'Professional Diploma in AI'?","The government prioritizes STEM funding, making IT diplomas in AI and Data Science eligible for specialized MoHERST grants in 2026.",Scholarships
"Does the 'French Embassy' provide scholarships to UTG?","Yes, the French Embassy in The Gambia offers 'Bourses d'excellence' for Master's and PhD students to study in France or Senegal.",Scholarships
"What is the 'MoHERST Digital Address' for scholarship drop-offs?","The Ministry's digital address in Kanifing is F87F+8G, located opposite the Gambia Teachers Union Co-operative Credit Union.",Scholarships
"Are scholarship forms for 2026 available in hardcopy?","Yes, while MoHERST is digitizing, MRC Holland still requires hand-written forms in block letters to be submitted to their Brusubi office.",Scholarships
"What is the 'University of Jaen' staff week scholarship?","A specific Erasmus+ funded mobility program that allows UTG staff and graduate students to engage in exchange weeks in Spain.",Scholarships
