question,answer,category
What is the 'Library Fee'?,"A mandatory annual charge that supports the acquisition of physical books and digital database subscriptions.",Tuition & Fees
Can a scholarship cover my administrative fees?,"This depends on the scholarship provider; some cover only tuition, while others cover all university charges.",Tuition & Fees
What is the fee for 'Resit' examinations?,"A specific fee per course is charged for students taking resit exams to cover administrative costs.",Tuition & Fees
Is there a fee for late registration?,"Yes, a late registration fine is applied to students who fail to register within the official window.",Tuition & Fees
How much is the fee for a duplicate certificate?,"Requesting a duplicate degree certificate involves a significant administrative fee and a formal affidavit.",Tuition & Fees
Does the university offer a discount for siblings?,"Currently, there is no official sibling discount policy for tuition fees.",Tuition & Fees
What is the 'Caution Deposit'?,"A refundable fee paid at the start of certain programs to cover potential damage to university property.",Tuition & Fees
Is there a fee for the 'English Proficiency' test?,"If the university conducts an internal proficiency test, a small administrative fee may apply.",Tuition & Fees
Can I use a bank transfer for the application fee?,"Yes, provided you follow the specific instructions for generating a payment pin after the transfer.",Tuition & Fees
How often are tuition fees reviewed?,"The University Governing Council reviews the fee structure periodically to adjust for inflation and operational costs.",Tuition & Fees
What is the cost of renting a graduation gown?,"The gown rental fee is included in the overall graduation/convocation package fee.",Tuition & Fees
Are laboratory fees charged separately?,"For most programs, lab costs are integrated into the tuition, though specific consumables may require extra payment.",Tuition & Fees
What is the fee for 'Verification of Results' for external bodies?,"When employers request result verification, a fee is charged to the requesting organization or the alumnus.",Tuition & Fees
Do postgraduate students pay the same Union fee?,"Yes, all registered students contribute to the Student Union fund.",Tuition & Fees
Is there a fee for 'Deferral of Admission'?,"A small processing fee may be required when applying to defer your admission to a later semester.",Tuition & Fees
What is the 'Maturity Entry' exam fee?,"Applicants for the Mature Students Scheme pay an examination fee in addition to the standard application fee.",Tuition & Fees
Does the university charge for parking on campus?,"Currently, there are no parking fees for students at the Faraba Banta or Kanifing campuses.",Tuition & Fees
Are fees different for part-time students?,"Part-time tuition is usually calculated on a per-credit-hour basis rather than a flat annual rate.",Tuition & Fees
What is the 'Academic Record' fee?,"A fee charged for the production of internal academic transcripts for personal use.",Tuition & Fees
Can I get a tuition refund if I withdraw from the university?,"Refunds are subject to the 'Tuition Refund Policy' and depend on how far the semester has progressed.",Tuition & Fees
Is there a cost for the 'Freshman Orientation' week?,"The orientation program is free for all newly admitted students.",Tuition & Fees
What is the 'Registration Pin' cost?,"The pin cost is usually synonymous with the application or registration fee being paid at the bank.",Tuition & Fees
How much is the fee for 'Re-entry' after a long absence?,"Students returning after a break in studies may need to pay a re-activation or re-entry fee.",Tuition & Fees
Are there extra fees for field trips in Geography or Agriculture?,"Yes, departments may collect a 'Field Trip Fee' to cover transportation and logistics for specific modules.",Tuition & Fees
Does the university provide a receipt for every payment?,"Yes, students must ensure they receive and keep a bank teller and an official university receipt.",Tuition & Fees
What is the 'Examination Permit' fee?,"There is no separate fee for the permit, but it is only issued upon full or 40% fee clearance.",Tuition & Fees
How much is the PhD 'Viva' fee?,"Postgraduate students may be charged a specific fee to cover the costs of external examiners for their thesis defense.",Tuition & Fees
Are international students eligible for 'payment by installment'?,"Yes, international students generally follow the same installment policy as local students.",Tuition & Fees
What is the 'Student Center' fee?,"A portion of the development fee is often allocated to the maintenance of student common areas.",Tuition & Fees
Is there a fee for using the University Gym?,"If applicable, a small membership fee or per-use charge may apply for sports and gym facilities.",Tuition & Fees
How do I pay for 'Professional Short Courses'?,"Fees for short courses are paid directly to the specific school or directorate offering the program.",Tuition & Fees
Is the application fee higher for the School of Medicine?,"No, the undergraduate application fee is standard across all schools.",Tuition & Fees
What is the 'Transcript Courier Fee'?,"If you need a transcript sent abroad, you must pay the DHL or courier charges in addition to the transcript fee.",Tuition & Fees
Do I pay for 'Add/Drop' changes?,"Changes made within the official two-week Add/Drop window are usually free of charge.",Tuition & Fees
Is there a fee for 'Audit' students?,"Students who audit a course (attend without credit) still pay a reduced tuition fee.",Tuition & Fees
What is the 'WASCAL' program fee structure?,"WASCAL students usually have their fees covered by a scholarship, but self-funded students follow a specific regional rate.",Tuition & Fees
How much is the fee for a 'Proof of Enrollment' letter?,"A small fee is charged for official letters confirming student status for banks or embassies.",Tuition & Fees
Does the university charge for 'Online Course' access?,"Access to the Moodle or virtual learning environment is covered by the annual 'Technology Fee'.",Tuition & Fees
What is the 'Late Return' fine for library books?,"The library charges a daily fine for overdue books to ensure resources are available for all.",Tuition & Fees
Is there a fee for 'Credit Transfer' evaluation?,"Yes, an administrative fee is charged to evaluate transcripts from other universities for credit transfer.",Tuition & Fees
What is the 'Faculty Handbook' fee?,"While many are digital, a small fee may be charged if a student requests a physical printed copy.",Tuition & Fees
How much is the 'Clinical Attachment' fee for Nursing?,"Nursing students may pay a fee to cover the supervision costs during their hospital rotations.",Tuition & Fees
Are there fees for 'Studio Usage' in Architecture?,"A specialized facility fee may be included in the tuition for Engineering and Architecture students.",Tuition & Fees
What is the 'Thesis Supervision' fee?,"For postgraduate students, a portion of the tuition is allocated specifically for faculty supervision time.",Tuition & Fees
Is there a fee for 'Special Exams'?,"Students requesting exams outside the normal schedule for valid reasons may be charged a special exam fee.",Tuition & Fees
How do I pay the 'Tuition Deposit' to secure admission?,"The deposit is paid at the bank using the student's unique application ID as the reference.",Tuition & Fees
What is the 'Admission Acceptance' fee?,"This is often the same as the initial tuition deposit required to confirm a spot in the new cohort.",Tuition & Fees
Are there discounts for paying the full year upfront?,"Currently, there is no discount for full upfront payment, but it is encouraged for ease of registration.",Tuition & Fees
What is the fee for 'Extension of Study'?,"Students who exceed the normal program duration may be charged a per-semester extension fee.",Tuition & Fees
Does the university charge for 'Career Counseling' sessions?,"No, basic career and academic counseling services are free for all registered students.",Tuition & Fees
How much is the 'Result Appeal' fee?,"Students who wish to have their exam scripts remarked must pay a fee per course.",Tuition & Fees
Is there a fee for 'Matriculation' gowns?,"Rental of gowns for the matriculation ceremony is usually covered by a small refundable deposit or included in fees.",Tuition & Fees
What is the 'University Development' fund?,"A portion of student fees dedicated to the construction and maintenance of campus buildings.",Tuition & Fees
How do I resolve 'Fee Discrepancies' on my portal?,"You must take your bank receipts to the Accounts Office for a manual audit and portal update.",Tuition & Fees
Is there a fee for 'Work-Study' application?,"No, applying for the work-study program is free for students in financial need.",Tuition & Fees
Are fees for 'External Courses' different?,"Yes, courses taken through international partnerships may have unique fee structures.",Tuition & Fees
What is the 'Language Lab' fee?,"Students in the School of Arts and Sciences may pay a small fee for the use of specialized language learning software.",Tuition & Fees
How much is the 'Placement Fee' for internships?,"Some programs charge a small fee to cover the administrative costs of coordinating student internships.",Tuition & Fees
Is there a fee for 'Academic Mentorship' programs?,"No, peer-to-peer and faculty mentorship programs are free support initiatives.",Tuition & Fees
What is the 'ICT Certification' fee?,"Students taking professional ICT certifications on campus pay the external provider's fee plus a small lab fee.",Tuition & Fees
Are there extra fees for 'Final Year' events?,"Departments may organize dinners or trips which are funded by students independently of university fees.",Tuition & Fees
Does the university charge for 'Online Transcript' verification?,"Yes, third-party agencies verifying degrees online are charged a standard processing fee.",Tuition & Fees
How much is the 'Student ID' renewal fee?,"If an ID card expires, the renewal fee is typically the same as the replacement fee.",Tuition & Fees
What is the 'Campus Shuttle' fee?,"If a shuttle service is operational, students may pay a per-semester fee or a per-ride fare.",Tuition & Fees
Is there a fee for 'Alumni' library access?,"Graduates may pay a small annual fee to retain access to university library resources.",Tuition & Fees
What is the 'Exam Script Remarking' cost?,"The fee for formal remarking of an exam script is usually around D500 per course.",Tuition & Fees
Are fees for 'Diploma' programs lower than 'Degree' programs?,"Yes, diploma programs generally have a lower annual tuition rate than degree programs.",Tuition & Fees
How do I pay 'Library Fines'?,"Library fines must be paid at the bank or the accounts office before clearance can be granted.",Tuition & Fees
What is the 'Portal Maintenance' fee?,"This is part of the 'Technology Fee' and ensures the student portal remains functional and secure.",Tuition & Fees
