question,answer,category
How do I print my "Examination Permit" after registration?,"Once registration is finalized and the semester progresses, a 'Print Permit' button will appear under the Examination tab on the portal.",Registration
What is the deadline for late registration for the first semester 2026?,"Late registration typically closes 14 days after the official deadline, subject to a D1,000 penalty fee.",Registration
What is the "Student ID Capturing" schedule?,"ID capturing for new 2026 students is organized by school and usually follows the first week of orientation at the Kanifing Campus.",Registration
How do I update my major on the portal?,"Major changes must be initiated at the Admissions Office. Once approved, the IT unit will update your portal profile to reflect the new program.",Registration
What is the "Credit Load" limit for 2026?,"The standard load is 15–18 credits. To exceed 18 credits, a student must have a CGPA of 3.5 or higher and departmental approval.",Registration
How do I register for a "Repeat" course?,"Select the course during your normal registration window. The system will flag it as a repeat, and the latest grade will eventually replace the old one.",Registration
"Can I register for a course if it’s not on my portal list?","If a required course is missing from your options, visit your Departmental Head to ensure the course has been 'mounted' for the current semester.",Registration
What is the "Portal Pin" and where do I get it?,"The Pin is a unique code sent via SMS 48 hours after bank payment, used to activate your account for the 2026 academic year.",Registration
How do I register for "Project/Thesis" modules?,"Final year students must register for the project code on the portal just like a normal course after a supervisor has been assigned.",Registration
What is "De-registration"?,"The university may de-register students who fail to meet the 40% minimum fee payment or who violate academic standing policies.",Registration
How do I register if I have "Incomplete" (I) grades?,"You can proceed with registration, but you must resolve the 'I' grade with your lecturer before the end of the Add/Drop period.",Registration
Can I register for "Internship/Practicum" on the portal?,"Yes, specific codes like 'INT 400' must be selected during the registration window to ensure credit is awarded for the internship.",Registration
Where is the "ICT Helpdesk" for registration issues?,"The primary helpdesk is located at the School of ICT in Kanifing, with a satellite desk at the Faraba Banta Library.",Registration
How do I register for "Resit" exams in 2026?,"A separate 'Resit Registration' window opens after the main results are published, requiring a flat fee per subject.",Registration
What is the "Verification of Results" fee during registration?,"It is a mandatory one-time fee for new students to verify their WASSCE or A-Level results with the issuing body (WAEC).",Registration
How do I cancel my registration for a semester?,"You must submit a formal letter of 'Withdrawal' or 'Deferment' to the Registrar’s office before the mid-semester break.",Registration
Is there a separate registration for "Gambia College" extension students?,"Yes, students at extension sites follow a similar portal process but must select their specific campus location during login.",Registration
What happens if my portal account is locked?,"Accounts are usually locked after multiple failed login attempts. Visit the IT unit with your Student ID to reset your credentials.",Registration
How do I register for "General Education" (GER) courses?,"GER courses like English or Math are listed under a specific 'General Education' tab on your course selection page.",Registration
Can I use a mobile phone for portal registration?,"While the portal is mobile-responsive, it is highly recommended to use a desktop or laptop to avoid data loss during the 'Submit' phase.",Registration
What is the "Course Timetable" and where is it found?,"The timetable is published on the university website and notice boards two weeks before registration begins.",Registration
How do I register for "Work-Study" programs?,"Registration for work-study is a separate administrative process handled through the Dean of Students' office, not the main academic portal.",Registration
What is the "Registration Checklist"?,"A downloadable PDF on the UTG website that lists all necessary payments and documents needed for a smooth 2026 registration.",Registration
How do I register for "Elective" courses?,"Electives are selected from a list of available modules outside your core requirements, usually in your 3rd or 4th year.",Registration
What is the "Portal Maintenance" window?,"The portal is occasionally taken offline for updates on Sunday evenings; students are advised to avoid registering during these hours.",Registration
How do I register for "Medical Clearance"?,"New students must visit the University Clinic for a check-up and have their 'Medical Form' signed before the final registration step.",Registration
"How do I activate my student portal for the 2026/2027 academic year?","Login to the UTG portal using your university email and follow the 'Semester Activation' prompt under the Registration tab.",Registration
"What is the 'Early Bird' registration window?","A three-week period starting in January (2nd semester) where students are encouraged to finalize modules before classes begin.",Registration
"Can I register for a course if I have a 'Time Conflict' in my schedule?","The portal blocks conflicting modules; you must choose a different elective or contact your HOD for a session override.",Registration
"What is the 2026 procedure for 'Course Auditing'?","Students wishing to audit a course without receiving credit must register via a manual form at the Registrar’s Office.",Registration
"How do I confirm my 'Matriculation Number' for registration?","Your matriculation number is printed on your official admission letter and is required for all bank and portal transactions.",Registration
"Is there a limit to how many times I can edit my course selection?","You can edit your selections freely until the 'Final Submission' button is clicked or the Add/Drop period ends.",Registration
"How do I register for the 2026 Orientation program?","New students are automatically registered for orientation upon completing their first-semester fee payment.",Registration
"What is the 'Portal Maintenance' day for 2026?","The UTG portal typically undergoes maintenance every Sunday from 10:00 PM to 2:00 AM; avoid registering during these hours.",Registration
"Can I register for courses while on Academic Probation?","Students on probation are restricted to a maximum of 12 credits and must register in person with their Academic Adviser.",Registration
"How do I register for 'Independent Study' modules?","After securing a supervisor, you must submit a signed 'Independent Study Form' to the Registrar to have the course added to your portal.",Registration
"What should I do if my 'Major' is listed incorrectly on the portal?","Visit the Admissions Office in Kanifing with your admission letter to have your profile updated before finishing registration.",Registration
"Is there a registration fee for 'General Education' exams?","No, GER courses like English and Math are covered under your standard semester registration and tuition fees.",Registration
"How do I register if I am a 'Transfer Student' from another university?","Once your transfer credits are evaluated by the Dean, you must visit the ICT unit to have those credits unlocked for registration.",Registration
"What is the 2026 policy on 'Late Fee Waivers'?","Waivers for late registration fines are only granted for documented medical emergencies or proven university system errors.",Registration
"How do I register for 'Access Programme' remedial courses?","Access students use a simplified portal interface to select their pre-degree modules once their D500 pin is activated.",Registration
"Can I register for a course that is 'Cross-Listed'?","Yes, if a course is listed under two departments, ensure you select the code that corresponds to your major requirements.",Registration
"What is the 'Registration Status' bar on the portal?","A visual tracker that shows whether you have completed Payment, Course Selection, and Final Verification steps.",Registration
"How do I register for 'Industrial Attachment' (INT 400)?","You must select the attachment code during the registration window of the semester you intend to go on placement.",Registration
"What is the 'Student Handbook' fee during registration?","A mandatory D250 fee for new students that covers the physical and digital copies of the University Rules and Regulations.",Registration
"How do I register for a 'Minor' degree?","Minors are declared at the end of the second year; once approved, minor-specific courses will appear in your registration portal.",Registration
"What is the 'Portal Session Timeout' duration?","The portal logs users out after 15 minutes of inactivity; ensure you save your course selections frequently.",Registration
"Can I register for 'Post-Graduate' courses as an undergraduate?","Only final-year students with a CGPA of 3.75 or higher may register for Master’s level courses with the Dean's approval.",Registration
"How do I update my 'Next of Kin' during registration?","You can edit your emergency contact details under the 'Personal Profile' section of the portal before submitting your registration.",Registration
"What is the 2026 'Tech Levy' for online learning?","A mandatory D1,000 fee for all students that supports the Moodle LMS and high-speed Wi-Fi at the Faraba Banta campus.",Registration
"Where do I submit my 'Medical Report' for registration?","New students must submit their signed university medical form to the University Clinic in Faraba Banta to be cleared.",Registration
"How do I register for 'WASCAL' research modules?","WASCAL PhD students register through a specialized portal link provided by the School of Graduate Studies.",Registration
"Can I register for 'Part-Time' studies in 2026?","UTG primarily offers full-time programs, but evening and weekend tracks in Business and Public Administration follow the standard registration.",Registration
"What is the 'Validation' stamp on the Registration Slip?","After printing your slip, you must have it stamped by your Faculty Officer to make it a valid document for exams.",Registration
"How do I register for 'Language Proficiency' tests?","Students in the French or Islamic Studies departments register for oral exams through their respective department heads.",Registration
"Is there a registration portal for 'Alumni'?","Yes, graduates use the Alumni portal to register for convocation and track their certificate status.",Registration
"What is the 'Double Major' registration protocol?","Students approved for double majors must coordinate their module selection with both department heads to avoid credit overlap.",Registration
"How do I register for 'Fieldwork' courses in Agriculture?","Practical fieldwork codes are selected during the normal registration window and require a laboratory fee payment.",Registration
"Can I register for courses if I have 'Incomplete' grades from 2025?","Yes, but you are limited to a standard credit load until the 'I' grade is resolved and your CGPA is updated.",Registration
"What is the 'Electronic Clearance' system?","A 2026 initiative that allows the Library, Finance, and HODs to clear students digitally without physical signatures.",Registration
"How do I register for 'Vacation School'?","Registration for the August vacation session opens in July and is billed separately from the regular academic year.",Registration
"Where do I get a 'Matriculation Oath' form?","The form is available for download on the portal and must be signed and uploaded during your first-ever registration.",Registration
"What is the 'Credit Transfer' fee?","A fee of D1,500 is charged for processing and verifying credits transferred from external institutions.",Registration
"Can I register for 'Non-Credit' workshops via the portal?","Short professional courses and workshops are registered through the 'Consultancy Unit' portal, separate from academic modules.",Registration
"How do I register for 'Clinical Rotations' in Medicine?","Medical students receive a specific rotation schedule from the Provost's office which is then mirrored on their portal.",Registration
"What is the 'ID Card Capturing' deadline?","New students must have their photos captured for ID cards within 30 days of the start of the semester.",Registration
"How do I register for 'Disability Support' services?","During portal registration, students can flag a 'Special Needs' box to be contacted by the Dean of Students for accommodations.",Registration
"Is there a 'Sibling Discount' registration?","UTG does not currently offer sibling discounts, but students can apply for the Work-Study program to help with fees.",Registration
"How do I register for 'Student Union' elections?","Candidate registration for UTGSU is a separate administrative process managed by the Electoral Commission.",Registration
"What is the 'Digital Signature' on the registration slip?","The 2026 slips feature a QR code that faculty officers scan to verify the authenticity of your course enrollment.",Registration
"Can I register for 'MOOC' credits?","Select departments allow up to 3 credits from approved Coursera/edX courses, which must be registered under 'Special Topics'.",Registration
"How do I register for 'University Library' access?","Your academic registration automatically creates your library account; you only need to activate it at the library desk.",Registration
"What is the 'Semester Deferral' deadline?","Applications to defer a semester must be submitted via the portal no later than 4 weeks into the term.",Registration
"How do I register for 'Scholarship Verification'?","If you are sponsored, you must upload your award letter under the 'Sponsorship' tab to have your financial block removed.",Registration
"What is the 'Registration Help Desk' phone number?","For technical portal assistance, call +220 3650018 or visit the ICT office at the Kanifing Campus.",Registration
"Is the 'Course Handbook' available during registration?","Yes, a digital PDF of the 2026/2027 Course Handbook is linked on the dashboard of every student portal.",Registration
