question,answer,category
Are there separate requirements for the School of Agriculture?,"Applicants must have a credit in Agricultural Science or Biology in addition to the core requirements.",Admission
How do I print my admission letter?,"Once admitted, log into the student portal using your application credentials and click the ""Admission Letter"" link.",Admission
What is the "Application Receipt"?,"It is the electronic confirmation generated by the portal after you successfully submit your online form.",Admission
Can I use my ECOWAS biometric passport for the application?,Yes a valid ECOWAS passport is a standard and preferred document for the ID requirement.,Admission
Is the result verification mandatory for all students?,"Yes, it is a mandatory quality assurance measure to ensure the validity of all entry qualifications.",Admission
"What is the ""Admission Inquiry"" email?",All admission-related questions can be sent to admissions@utg.edu.gm.,Admission
Can I be admitted into the second year of a degree program?,"Only transfer students with equivalent credits from a recognized institution may be admitted into higher levels.",Admission
What is the requirement for the BSc in Information Systems?,"Five WASSCE credits including English and Math, with a preference for science or technical subjects.",Admission
Does the university admit students with a GED?,"International equivalencies like the GED are reviewed by the Registrar's Office for compatibility with Gambian standards.",Admission
"What is the ""Registrar's Office"" role in admission?",The Registrar oversees the entire admissions process and signs all official admission letters.,Admission
How can I reset my portal password if I forget it?,"You can use the ""Forgot Password"" link on the portal or contact the ICT helpdesk for a reset.",Admission
Does UTG offer admission on a ""rolling"" basis?,"No, applications are processed in batches following the specified semester deadlines.",Admission
What is the requirement for the PhD in Public Administration?,"A Master's degree in Public Administration or a related field with a strong CGPA and research proposal.",Admission
Can I apply for a scholarship before being admitted?,"Generally, you must have an admission offer or a pending application to be eligible for most university-linked scholarships.",Admission
What is the "Final Selection" phase?,"It is the stage where the university matches the number of qualified applicants with the available space in each department.",Admission
Is there a fee for changing my application after submission?,"Any changes requested after submission may attract a small administrative processing fee.",Admission
Does the university notify rejected applicants?,"While the university aims to update everyone, the publication of the final selection list is the primary indicator of status.",Admission
What is the "Registration PIN"?,"It is a code given to admitted students after they have paid their tuition fees to enable course registration.",Admission
How many international students does UTG admit annually?,"There is no fixed quota, but the university actively seeks to increase international enrollment each year.",Admission
What is the requirement for the Bachelor of Arts in History?,Five credits including English and a relevant social science subject like History or Government.,Admission
Can I apply for a program if I am a staff member of UTG?,"Yes, staff members are encouraged to apply for further studies and may be eligible for tuition waivers.",Admission
What is the "Application Portal" web address?,The portal is accessed through the main website at www.utg.edu.gm under the Admissions tab.,Admission
What is the requirement for the Bachelor of Science in Economics?,"Five credits including English and Mathematics, with high marks in Mathematics preferred.",Admission
"Can I use a ""Late Admission"" window?",UTG sometimes opens a late application window for a few days after the deadline for an extra fee.,Admission
Does the university verify results for international students?,"Yes, international qualifications are verified through the respective national exam boards or embassies.",Admission
What is the requirement for the Advanced Diploma in Education?,"A valid teaching certificate or a relevant diploma with at least two years of teaching experience.",Admission
Can I apply for a Master's if I have a third-class degree?,"Admission for third-class holders is rare and usually requires a PGD and significant professional experience.",Admission
"What is the ""Admissions Committee"" of the Senate?",It is the academic body that oversees the standards and fairness of the admissions process.,Admission
How do I upload my passport photo to the portal?,"The photo must be a clear digital copy in JPEG format, showing the face against a plain background.",Admission
Can I pay my application fee at any Trust Bank branch?,"Yes, all branches of Trust Bank in The Gambia are authorized to receive UTG payments.",Admission
What happens if the portal is down on the deadline day?,"The university usually extends the deadline by 24 to 48 hours to accommodate technical issues.",Admission
Is there a residency requirement for admission?,No students from any part of the world are eligible to apply provided they meet the academic criteria.,Admission
"What is the ""Verification of Documents"" during registration?",It is the physical process where you present original certificates to the Admissions Office to confirm your online data.,Admission
Can I apply for a program during the summer session?,No applications are only accepted for the two main semesters of the academic year.,Admission
What is the requirement for the Bachelor of Science in Accountancy?,"Five credits including English and Math, with Accounting or Business Management being an advantage.",Admission
How can I obtain a copy of the application form?,The application form is entirely electronic and cannot be downloaded; it must be filled out on the portal.,Admission
Does UTG have an age limit for undergraduate students?,"There is no upper age limit for university admission, though the minimum age is generally 16.",Admission
"What is the ""Admission Status"" page?",It is a section on the student portal where you can see if your application is ""Pending"" ""Under Review"" or ""Admitted"". Admission
Can I apply for a Master's in Public Health (MPH)?,"Yes, the School of Medicine offers the MPH for graduates in health and social science fields.",Admission
What is the requirement for the Diploma in Fullstack Web Development?,"A minimum of three credits including Mathematics, or relevant experience in the tech industry.",Admission
Does the university accept NECO results from Nigeria?,Yes NECO results are accepted as an equivalent to WASSCE for West African applicants.,Admission
"What is the ""Registrar's Signature"" on admission letters?",It is the official mark of the university that validates the admission offer as authentic.,Admission
How do I provide my reference's contact details?,"During the graduate application, you must enter the name and email of your referees on the portal.",Admission
Can I apply for admission using a tablet or smartphone?,"Yes, the portal is mobile-friendly, though using a computer is recommended for better document uploading.",Admission
What is the "Admission List" publication date?,"The dates vary each semester but are usually announced via the university's social media and website.",Admission
Does the university offer admission to the Diploma in Law?,"Yes, the Faculty of Law offers a Diploma program for those who do not yet meet the LLB requirements.",Admission
What is the requirement for the PhD in International Relations?,"A Master's degree in a related field with a CGPA of 3.50 or higher and a research abstract.",Admission
"Can I apply for a ""Study Leave"" admission?",Candidates applying through their employers for study leave must still meet all standard UTG admission criteria.,Admission
What is the "Application Serial Number"?,"It is the number found on your bank receipt used to identify your payment during the online application.",Admission
How do I pay for the transcript verification of my previous university?,"Applicants must handle the fees required by their previous institution to send the transcript to UTG.",Admission
Does UTG have a quota for regional students?,"While it is a national university, UTG strives to ensure a diverse intake from all regions of The Gambia.",Admission
What is the requirement for the BSc in Mathematics?,"Five credits including a high grade in WASSCE Mathematics and a pass in Physics.",Admission
Can I use a scan of a photocopy of my results?,"No, the university requires clear scans of the original result slips or certificates for the online application.",Admission
"What is the ""Admissions Technical Support"" team?",A group of ICT staff dedicated to helping applicants who encounter errors during the online form filling.,Admission
Does the university accept the International Baccalaureate (IB)?,"Yes, IB diplomas are recognized and evaluated for equivalence to Gambian university entry standards.",Admission
"What is the ""Admission Processing Fee""?",It is a blanket term that often refers to the combination of the application and result verification fees.,Admission
How do I submit my PhD research proposal?,"The research proposal must be uploaded as a PDF document in the specified section of the graduate application.",Admission
Can I apply for a Master's in Public Administration (MPA)?,"Yes, the School of Business offers the MPA for mid-career professionals and graduates.",Admission
What is the requirement for the Diploma in Business Administration?,"Three credits including English or Mathematics, or a relevant certificate from MDI.",Admission
Does the university conduct background checks on applicants?,"Yes, especially for medical, nursing, and law students, to ensure they meet professional character standards.",Admission
"What is the ""Admissions Office"" phone number?",The general inquiry lines are (+220) 3650018 and (+220) 3650031.,Admission
Can I apply for admission if I am a non-Gambian living in The Gambia?,"Yes, you can apply as an international student or as a local resident if you possess a Gambian ID.",Admission
What is the requirement for the Bachelor of Science in Biology?,"Five credits including English, Math, and Biology, plus another science subject.",Admission
"Can I use my ""Admission Letter"" to apply for a visa?",Yes international students use the official UTG admission letter to process their Gambian study visa.,Admission
Does the university offer a "Foundation Year"?,"The Access Programme serves as the university's primary foundation year for students needing remedial help.",Admission
What is the requirement for the MSc in Computer Science?,"A first degree in CS, ICT, or Engineering with a minimum CGPA of 3.00.",Admission
"What is the ""Late Application Fee"" amount?","If a late window is opened, the fee is typically D500.00 higher than the standard application fee.",Admission
Can I apply for admission twice in the same year?,"Yes, you can apply for the first semester intake and, if not successful, apply again for the second semester.",Admission
"How do I confirm my ""Admission Acceptance""?",Admitted students must pay their registration fees and log into the portal to formally accept the offer.,Admission
What is the requirement for the Bachelor of Science in Chemistry?,"Five credits including English, Math, and Chemistry, with a pass in Physics preferred.",Admission
"What is the ""Admissions Portal Credentials""?",It is the username and password you create at the start of your application to save and return to your form.,Admission
Does the university accept the IGCSE results?,"Yes, IGCSE results are accepted and evaluated similarly to the WASSCE/GCE standards.",Admission
"What is the ""Master's in Literature"" requirement?","A first degree in English or Literature with a CGPA of 3.00 and a sample of academic writing.",Admission
Can I apply for a program if I am currently under academic suspension at another university?,"No, applicants must be in good standing at their previous institution to be eligible for transfer or admission.",Admission
"What is the ""Admissions Verification Team""?",A group of staff who physically check the original documents of students during the registration week.,Admission
How do I upload a revised result after I already submitted my application?,"You must contact the Admissions Office to have your application unlocked for a one-time update.",Admission
Does UTG offer any "Early Action" admission?,"No, all applications are reviewed after the primary deadline for the semester.",Admission
What is the requirement for the Bachelor of Science in Physics?,"Five credits including English, Math, and Physics, with a strong performance in Mathematics.",Admission
"Can I use a ""Credit Pass"" in English Literature for the general English requirement?",No General English (Language) is a mandatory core requirement that cannot be replaced by Literature.,Admission
What is the requirement for the PhD in Economics?,"A Master's in Economics with a strong research thesis and a minimum CGPA of 3.50.",Admission
"What is the ""Admission Help"" section on the website?",A FAQ and tutorial page on the UTG website that guides users through the online application steps.,Admission
Can I apply for a Master's if I am a self-funded student?,"Yes, the majority of UTG postgraduate students are self-funded or sponsored by their employers.",Admission
"How do I provide proof of ""Mature Candidate"" work experience?",By uploading a formal letter of attestation from current or previous employers on official letterhead.,Admission
Does the university accept WAEC vocational results?,"Yes, specific vocational credits may be accepted for relevant technical or diploma programs.",Admission
"What is the ""Admission Denial"" policy?",The university reserves the right to deny admission to any applicant who does not meet the specified criteria or standards.,Admission
What is the requirement for the Bachelor of Science in Environmental Science?,"Five credits including English, Math, and a science subject like Biology or Geography.",Admission
"Can I apply for a ""Part-time"" Bachelor's degree?","Currently, most undergraduate programs are full-time, though some specialized evening classes exist.",Admission
What is the requirement for the MSc in Finance?,"A first degree in Accounting, Finance, or Economics with a minimum CGPA of 3.00.",Admission
"What is the ""Online Application Confirmation"" email?",An automated message sent to your inbox once you successfully click the final submit button on the portal.,Admission
How do I submit my WASSCE certificate if I only have the result slip?,"The result slip is acceptable for application, but the certificate must be presented once it is issued by WAEC.",Admission
Does UTG have a policy on "Home-schooled" applicants?,"Home-schooled students must provide equivalent standardized test results (like SAT or WASSCE) for evaluation.",Admission
"What is the ""Admission Deferral Fee""?","A small administrative fee may be charged to process a request to defer admission to a later year.",Admission
What is the requirement for the Bachelor of Science in Political Science?,"Five credits including English, Math, and a social science subject like Government or History.",Admission
"Can I use my ""Admission Portal"" to pay fees?","The portal generates the invoice and tracks balance, but the actual payment must be confirmed at a bank.",Admission
Does the university offer admission for a "Minor" subject?,"No, students are admitted into a primary Major; minors are selected after enrollment during course registration.",Admission
What is the requirement for the PhD in Education?,"A Master's in Education with a focus on curriculum, leadership, or policy and a research proposal.",Admission
What is the minimum WASSCE requirement for undergraduate admission?,"Applicants must possess a minimum of five credits, including English Language and Mathematics, obtained in not more than two sittings.",Admission
How much is the undergraduate application fee for Gambian students?,The application fee for undergraduate programs is currently D1100.00.,Admission
Where can I purchase the UTG application pin code?,"Payment for the pin code can be made at any branch of Trust Bank, EcoBank, or GTBank nationwide.",Admission
How long does it take to receive the pin code after bank payment?,The pin code is typically sent via SMS to the applicant's registered phone number within 48 hours of payment.,Admission
"What should I do if I don't receive my application pin code?",You should take your bank payment receipt to the Accounts Office at the Kanifing Campus to have the pin issued manually.,Admission
Can I apply to UTG with a combination of two WASSCE results?,Yes as long as the total number of sittings does not exceed two and you meet the five-credit requirement.,Admission
What is the "Mature Candidate" admission route?,"It is an entry route for applicants aged 30 or older who may not meet the standard WASSCE requirements but have relevant work experience.",Admission
What are the requirements for the Mature Candidate route?,"Applicants must be at least 30 years old, have at least three WASSCE credits, and provide proof of five years of professional experience.",Admission
How much is the application fee for Master's programs?,The application fee for a Master's degree program is D750.00.,Admission
What is the application fee for PhD programs at UTG?,The application fee for PhD programs is D1000.00.,Admission
What is the CGPA requirement for Master's degree admission?,"Applicants generally need a first degree with a minimum CGPA of 3.00, though specific departments may have higher thresholds.",Admission
Are reference letters required for postgraduate applications?,Yes postgraduate applicants must provide at least two reference letters from academic or professional supervisors.,Admission
How do I submit my application documents?,"All documents, including results and ID, must be scanned and uploaded directly to the UTG online portal during the application process.",Admission
What is the maximum file size for document uploads on the portal?,"The total size of all scanned documents combined should not exceed 5MB to ensure a successful upload.",Admission
Can I apply to the School of Medicine with five credits?,"While the minimum is five, the School of Medicine is highly competitive and usually requires distinctions in core science subjects.",Admission
Does the Faculty of Law require an interview for admission?,Yes the Faculty of Law often conducts oral interviews for shortlisted candidates before final selection.,Admission
What is the application fee for international students?,"International applicants are generally charged an application fee of $50.00, payable in USD.",Admission
Is there a deadline for undergraduate applications?,"Yes, deadlines are set per semester and are typically July for the first semester and January for the second semester.",Admission
Can I apply if my WASSCE results have not been released yet?,"Usually, applicants must have their final results, unless the university specifically opens an ""Awaiting Results"" window.",Admission
What is the "Access Programme" duration?,"The Access Programme is a two-semester (one-year) bridge program for students needing to improve their grades.",Admission
Can I transfer from another university to UTG?,"Yes, transfer applicants must submit a certified transcript and a letter of recommendation from their previous institution.",Admission
Does an HND from MDI or GTTI qualify for Master's entry?,"HND holders are typically required to complete a ""top-up"" Bachelor's degree or a Postgraduate Diploma (PGD) before entering a Master's program.",Admission
How will I receive my admission letter?,"Admission letters are sent to the applicant's registered email address and can also be downloaded from the student portal.",Admission
Is the application fee refundable?,No the application fee is strictly non-refundable regardless of the admission outcome.,Admission
Can I apply for more than one program in a single application?,"Yes, the portal allows you to select a first-choice and a second-choice program of study.",Admission
How long does the admission selection process take?,"Selection usually takes between 4 to 6 weeks after the final application deadline has passed.",Admission
What is a "Deferred Admission"?,"Admitted students may apply to postpone their studies for up to one year, subject to approval from the Registrar.",Admission
"Does UTG accept GCE ""A"" Level results?",Yes candidates with A-Level passes may be eligible for direct entry or credit exemptions in relevant subjects.,Admission
Can I apply for a Diploma program after completing a degree?,"Yes, UTG offers various postgraduate and professional diplomas for specialized training.",Admission
Is English proficiency required for international students from non-English speaking countries?,Yes such students must provide a certificate of English proficiency or sit for a university-administered test.,Admission
Where do I go for student ID card capturing?,"After receiving your admission and paying your fees, you must visit the ICT Unit at the Kanifing Campus for photo capture.",Admission
Is there a separate application form for the Faraba Banta Campus?,"No, all applications are centralized through the official UTG website regardless of the campus location.",Admission
Can I pay my application fee using mobile money services?,"Currently, payments are only accepted through authorized bank branches using the university's designated account numbers.",Admission
What are the requirements for the School of ICT?,"A strong background in Mathematics is highly recommended, with at least a credit pass in WASSCE Math.",Admission
Is there an entrance exam for undergraduate students?,"Most programs admit based on WASSCE results, but specific faculties like Law and Medicine may conduct aptitude tests.",Admission
How can I track the status of my application?,"Applicants can track their status by logging into the portal with the credentials created during the initial application.",Admission
Can I edit my application after I have submitted it?,"No, once submitted, the application is locked. Any critical changes must be requested through the Admissions Office.",Admission
What is "Conditional Admission"?,"It is an offer granted to a student who needs to fulfill a specific minor requirement before becoming a fully enrolled student.",Admission
Are there specific scholarships for new students?,"New students can apply for the ""Barrow Scholarship"" or other government-funded bursaries once they have their admission letter.",Admission
What is the "Access to Law" program?,It is a specialized route for mature students or diploma holders to qualify for the LLB degree program.,Admission
Can I re-apply if my application was rejected in a previous semester?,Yes you are encouraged to re-apply once you have improved your qualifications or if you wish to choose a different program.,Admission
What is "Student Orientation"?,"It is a mandatory week-long program for all new students to learn about university policies, academic rules, and campus resources.",Admission
Do I need to submit hard copies of my documents after the online application?,"While most processes are digital, specific schools like Medicine may require physical copies for verification during registration.",Admission
What is an "Attestation of Results"?,"It is an official letter from a school or exam body confirming grades before the final WASSCE certificate is printed.",Admission
How many admission intakes does UTG have each year?,UTG typically has two main intakes: Semester 1 (September/October) and Semester 2 (February/March).,Admission
What is the age requirement for the Mature Candidate route?,The applicant must be at least 30 years of age by the time of application.,Admission
Can I apply for a Master's in a field different from my Bachelor's?,"Yes, provided you meet the departmental requirements, though you may be required to take some prerequisite courses.",Admission
What is the result verification fee for 2026?,"The fee remains D600.00 per result, used to verify the authenticity of grades with WAEC.",Admission
How do I pay for the result verification?,"The verification fee is paid at the bank along with the application fee, usually using the same payment slip.",Admission
What happens if I enter the wrong phone number on my application?,"You may miss critical SMS alerts; you must visit the Admissions Office in person to correct your contact details.",Admission
"Does UTG accept results from the private WASSCE (GCE)?",Yes results from both school-based WASSCE and private GCE sittings are accepted.,Admission
What is the requirement for the Bachelor of Science in Nursing?,"Applicants must have credits in English, Math, Biology, Chemistry, and Physics.",Admission
Can I use my Gambian ID card for the application ID requirement?,Yes a valid national ID card or a birth certificate is acceptable as proof of identity.,Admission
"What is the ""Admission Helpdesk"" contact number?",Prospective students can reach the technical helpdesk at 3650018 or 3650031 for portal-related issues.,Admission
Does the School of Graduate Studies have a separate application portal?,"No, all applications are processed through the main university portal at utg.edu.gm.",Admission
What is the minimum grade required in English for Law admission?,"A minimum of credit 6 is required, though higher grades are significantly more competitive.",Admission
Can I apply for a PhD if I only have a Bachelor's degree?,"No, applicants must have a Master's degree with a strong research component to be considered for a PhD.",Admission
"What is the ""Admissions Office"" operating hours?",The office is open Monday to Thursday from 8:00 AM to 4:00 PM and Friday from 8:00 AM to 12:30 PM.,Admission
Can I apply for a program if I am currently a student at MDI?,"Yes, MDI students can apply to transfer to UTG or apply for new admission upon completion of their diploma.",Admission
What is the requirement for the Bachelor of Science in Geography?,"Five credits including English, Math, and Geography.",Admission
"Can I use a ""Testimonial"" from my school as an ID?",No a formal government ID or birth certificate is required for the identity verification part of the application.,Admission
How do I notify the university if I decide not to accept my admission?,"While not mandatory, sending a brief email to the Admissions Office helps free up space for other candidates.",Admission
Does UTG have an admission quota for students from the provinces?,"The university maintains a fair selection process that encourages enrollment from all regions of The Gambia.",Admission
What is the requirement for the Bachelor of Arts in English?,"Five credits including a high grade in English Language and a credit in Literature-in-English.",Admission
"Can I apply for a ""Joint Degree"" program?","Currently, UTG programs are single-major or major-minor combinations within the university.",Admission
What is the requirement for the MSc in Nursing?,"A Bachelor's in Nursing, a valid practicing license, and at least two years of clinical experience.",Admission
"What is the ""Admissions Portal Technical Guide""?",A PDF document available for download on the UTG website that explains how to troubleshoot common portal errors.,Admission
Can I apply for a program if I have already been dismissed from UTG?,"Dismissed students must wait for a specified period and follow the re-admission protocol set by the Senate.",Admission
What is the requirement for the Bachelor of Science in Development Studies?,"Five credits including English, Math, and a social science subject.",Admission
"Can I use my ""Admission Deposit"" for other fees?","UTG generally does not have a separate deposit; payments made go directly toward the first semester tuition.",Admission
Does the university offer admission to a "Special Student" category?,"Yes, students who wish to take specific courses without seeking a degree can apply as special students.",Admission
What is the requirement for the PhD in Law?,"An LLM degree with a strong research record and a comprehensive doctoral thesis proposal.",Admission
"What is the ""Admission Withdrawal"" process?","Students who wish to withdraw their application must submit a written request to the Registrar's Office.",Admission
Can I apply for a program if I am a non-Gambian but attended high school in The Gambia?,"Yes, you follow the same online process but may be classified under international student fees.",Admission
What is the requirement for the Bachelor of Arts in Christian Religious Studies?,"Five credits including English, Math, and CRS.",Admission
"Can I use a ""Statutory Declaration"" of age for admission?",Yes if a birth certificate is unavailable a legal affidavit of age from a court is acceptable.,Admission
How do I update my email address on the application portal?,"You must contact the ICT Unit or the Admissions Office to have your user profile updated.",Admission
Does UTG offer any "Bridge" courses for science students?,"The Access Programme provides bridge courses in Biology, Chemistry, and Physics.",Admission
What is the requirement for the Bachelor of Arts in Islamic Studies?,"Five credits including English, Math, and Islamic Studies.",Admission
"Can I apply for a ""Double Major""?","Students can apply for a major and later select a second major subject to the approval of the department heads.",Admission
What is the requirement for the MSc in Applied Mathematics?,"A first degree in Mathematics or Physics with a minimum CGPA of 3.00.",Admission
"What is the ""Admissions Final Review""?",The last stage of the process where the Registrar confirms that all admitted students have met every legal requirement.,Admission
