question,answer,category
"What is the ""Development Fee"" used for?","This fee contributes to the maintenance and expansion of campus infrastructure, such as the Faraba Banta development.",Fees
Is there a separate fee for the Student Union?,"Yes the Student Union fee is included in the GMD 1,200 mandatory annual levy and supports student-led activities.",Fees
How much is the fee for a duplicate Student ID card?,"Replacement of a lost or damaged ID card currently attracts a fee of D500.00.",Fees
Are there laboratory fees for science students?,"Specific lab-consumable fees may be charged by the School of Arts and Sciences or Medicine, depending on the course requirements.",Fees
What is the "Library Fee" used for?,"It supports the subscription to digital databases, the purchase of physical books, and library maintenance.",Fees
How do I confirm the university's account numbers?,"Official account numbers for Trust Bank, GTBank, and EcoBank are listed on the UTG website and in the admission letter.",Fees
What is the fee for the Access Programme?,"The Access Programme fee is typically aligned with the undergraduate tuition of the hosting school, plus mandatory levies.",Fees
"Does the university charge for ""English Proficiency"" certificates?",Yes a fee is charged for the issuance of a formal letter confirming English as the medium of instruction.,Academics
Is there a graduation fee?,"Yes, final-year students must pay a convocation fee which covers the gown rental, certificate, and ceremony costs.",Fees
"What is the ""Technology Fee"" for?","It covers the cost of campus Wi-Fi services, portal maintenance, and the use of computer laboratories.",Fees
Can international students from the ECOWAS region pay local fees?,"Unless otherwise specified by a specific scholarship or bilateral agreement, ECOWAS students are billed at the international rate.",Fees
"What is the ""Accounts Office"" role in fees?",The Accounts Office at the Kanifing Campus verifies bank receipts and updates student payment status on the portal.,Fees
How much is a PhD research fee?,"PhD fees are structured differently and include tuition plus additional research and supervision levies, often quoted per semester.",Fees
Is there a fee for changing my program after admission?,"Requesting a change of major after admission may attract an administrative processing fee of approximately D500.00.",Fees
What is the fee for 'Resitting' an exam?,"Students who fail a course and wish to resit the exam during a designated period may be charged a resit fee per course.",Fees
Does UTG charge for verification of external transcripts?,"Yes, if you are transferring from another university, a fee is charged to verify the authenticity of your previous records.",Fees
"Can I use ""Mobile Money"" to pay tuition?","Direct integration is limited; students are advised to use the official bank deposit method to ensure the portal is updated correctly.",Fees
What is the tuition for the School of ICT?,"The tuition is typically GMD 34,900 for local students, consistent with other professional schools at UTG.",Fees
Is there a fee for attending the orientation week?,No the orientation program is free for all newly admitted students who have paid their registration fees.,Fees
What is the penalty for bouncing a check for fee payment?,"The university charges a significant administrative fine for any dishonored checks, and the student's portal access is immediately blocked.",Fees
"Do I need to pay for a ""Letter of Attestation""?","Yes, letters confirming student status for banks or embassies attract a small administrative fee.",Fees
How are fees managed for students on government scholarships?,"Students must submit their scholarship award letter to the Accounts Office to be cleared for registration without personal payment.",Fees
Are fees higher for the School of Medicine?,"Yes, the School of Medicine and Allied Health Sciences has a distinct fee structure due to the high cost of clinical training.",Fees
What is the fee for a Master’s in Public Administration (MPA)?,"Postgraduate fees are generally higher than undergraduate fees; students should consult the School of Business for current rates.",Fees
"Can I get a refund if I withdraw from a course?","Refunds are only possible if the withdrawal is made during the official 'Add/Drop' period and follows the formal refund policy.",Fees
What is the "Finance Clearance" for exams?,"Students must have a zero balance or an approved payment plan to receive an examination permit.",Fees
Are there any discounts for paying the full annual tuition upfront?,"While there isn't a standard discount, paying in full simplifies registration and avoids late payment issues.",Fees
What is the "Student Welfare Fund"?,"A portion of the Union fees is allocated to a fund to support students in extreme financial or medical emergencies.",Fees
"How much is the ""Summer Session"" fee?","Summer courses are billed per credit hour, typically at a rate set by the Senate each year.",Fees
Do postgraduate students pay the same Union fee?,"Yes, all enrolled students, regardless of level, contribute to the mandatory annual levies.",Fees
What is the fee for an English Placement Test?,"International students from non-English speaking backgrounds may be charged a fee for the required placement exam.",Fees
How do I pay for the "Result Verification" pin?,"The verification fee is usually bundled with the application fee at the bank during the initial application phase.",Fees
Is there a fee for use of the university bus?,"The staff bus is a subsidized service, while student transportation is generally covered by the overall development and student fees.",Fees
What is the cost of the Master’s research supervision fee?,"This is an annual fee paid by graduate students once they reach the thesis-writing stage of their program.",Fees
"Does the university charge for ""Academic Counseling""?",No academic and career counseling services are provided free of charge to all registered students.,Fees
What is the fee for "Re-Admission"?,"Students returning from a long absence must pay a re-admission application fee to reactivate their file.",Fees
Are international bank transfers accepted?,"Yes, though students must ensure that all intermediary bank charges are covered so the full amount reaches UTG.",Fees
How much is the fee for a "Certificate of Results"?,"A provisional certificate issued before the formal convocation ceremony attracts a specific administrative fee.",Fees
What is the "Tuition Invoice" on the portal?,"A digital document that breaks down all charges for the current semester based on the student's registered credits.",Fees
Can I pay my fees at the UTG Faraba Banta Campus?,"Most financial transactions are centralized at the Kanifing Campus, though digital payments are the preferred method.",Fees
What is the fee for 'Correction of Name' on records?,"Errors made by the student during application that require official record changes may attract an administrative fee.",Fees
Is there a fee for "Late Submission" of a thesis?,"Master's students who exceed their maximum residency period may be charged an extension fee per semester.",Fees
Are there specific fees for the School of Journalism?,"Tuition is generally GMD 34,900 for locals, with additional costs for specialized media equipment maintenance.",Fees
Does the library charge fines for late book returns?,"Yes, the library applies a daily fine for overdue books to encourage the timely return of resources.",Fees
What is the fee for "Transcript Evaluation" for international students?,"Evaluation of non-Gambian qualifications for credit transfer attracts a one-time evaluation fee.",Fees
"Can I pay for my fees from abroad?","Yes, sponsors can use the university's SWIFT/IBAN details for international wire transfers.",Fees
Is the "Development Fee" paid every year?,"Yes, it is an annual contribution required for the continued growth of the university's physical infrastructure.",Fees
What is the fee for the "Diploma in Law"?,"The Diploma in Law has a specific fee structure, usually lower than the LLB degree but including all mandatory levies.",Fees
Do students pay for internet data on campus?,"No, the 'Technology Fee' provides unlimited access to campus Wi-Fi for academic purposes.",Fees
What is the fee for a "Letter of Recommendation"?,"The university does not officially charge for academic recommendations from lecturers, though some administrative letters may have fees.",Fees
Are there fees for student clubs and societies?,"While the university does not charge for joining, individual clubs may have their own membership dues approved by the Student Union.",Fees
What is the "Exam Permit" fee?,There is no separate fee for the permit; it is issued automatically upon verification of financial clearance.,Fees
How do I pay for the "Matriculation Gown"?,The rental fee for the matriculation gown is usually paid at the Accounts Office before the ceremony.,Fees
Are research students charged for "Bench Space"?,"Science and medical research students may be charged a bench fee for the use of specialized laboratory facilities.",Fees
What is the "Finance Portal" login?,"Students use their standard matriculation number and password to access the financial section of the UTG portal.",Fees
Does the university offer "Work-Study" fee reductions?,"A limited number of work-study positions are available where students can earn stipends to help offset their fees.",Fees
What is the fee for "Certification of Documents"?,"Having copies of your UTG results certified as 'True Copies' by the Registrar's Office attracts a small fee per page.",Fees
Are fees different for "Part-time" students?,"Currently, most programs are full-time; any part-time or weekend tracks have a specialized fee structure quoted per course.",Fees
What is the "Tuition Fee Policy" document?,"The official document approved by the Governing Council that outlines all financial obligations and refund rules.",Fees
Is there a fee for "Student Portal" training?,"No, training sessions for new students on how to use the portal are free of charge during orientation.",Fees
How much is the "Mature Entry" exam fee?,"Applicants for the Mature Candidate route must pay an examination fee for the entrance aptitude test.",Fees
What is the fee for "Transcript Courier" service?,"Students requesting transcripts to be sent overseas must cover the DHL or other courier costs in addition to the transcript fee.",Fees
Can I use my "Student Union" card for discounts outside campus?,"While not a fee, the Union card can often be used for discounts at partner businesses in The Gambia.",Fees
Is there a fee for "Academic Appeals"?,"Filing a formal appeal against a grade or academic decision may require a processing fee, refundable if the appeal is successful.",Fees
What is the fee for the "Master of Science in IT"?,"Graduate IT programs have a specific tuition rate; students should contact the School of ICT for the 2026 schedule.",Fees
Does the university charge for "Parking"?,"Currently, there is no fee for student parking on campus, though vehicles must be registered with campus security.",Fees
"What is the ""Accounts Reconciliation"" process?","If a payment doesn't show on the portal, the student must provide their bank teller to the Accounts Office for reconciliation.",Fees
Is there a fee for "Change of Study Mode"?,"Switching from full-time to a different track (if available) may attract an administrative processing fee.",Fees
What is the fee for "Replacement of Degree Certificate"?,"Replacing a lost original degree certificate is a complex process and attracts a high administrative fee.",Fees
Are fees for "Nursing" students different?,"Nursing students pay the standard professional tuition plus specialized clinical and uniform fees.",Fees
"Can I pay fees at any branch of EcoBank?","Yes, all EcoBank branches in The Gambia are authorized to receive University of The Gambia payments.",Fees
Is there a fee for "Library Registration"?,"No, library registration is free for all students who have paid the mandatory annual Library Fee.",Fees
What is the fee for "English Translation" of results?,"If your results are in a foreign language, the university charges for formal translation and evaluation.",Fees
Does the "Technology Fee" cover printing?,"The fee covers digital access; students typically pay a small per-page fee for physical printing in computer labs.",Fees
How much is the "Late Application" fee?,"Applications submitted during the 'Late Window' attract an additional fee of GMD 500.00 over the standard rate.",Fees
Is there a "Health Insurance" fee?,"International students are often required to provide proof of insurance or pay a university-mandated health levy.",Fees
What is the "Finance Department" contact email?,"For fee-related inquiries, students can email finance@utg.edu.gm.",Fees
How are "Laboratory Breakages" billed?,"Students are held financially responsible for any university equipment they damage or break in the labs.",Fees
Is there a fee for "Career Fair" participation?,"Attendance is free for UTG students, while external companies may pay a registration fee to exhibit.",Fees
"Can I pay for my ""Result Verification"" separately?","It is highly recommended to pay it together with the application fee to avoid delays in processing.",Fees
What is the fee for "Official Syllabus" request?,"Students requesting an official, stamped copy of their program syllabus for transfer purposes are charged a fee.",Fees
Is there a fee for "Student Election" nomination?,"Candidates running for Student Union executive positions may be required to pay a small nomination fee.",Fees
How do I pay for "Hostel Accommodation"?,"Accommodation fees are paid separately from tuition, following the allotment of a room by the Housing Office.",Fees
What is the fee for "Alumni Association" registration?,"Graduating students are typically required to pay a one-time alumni registration fee as part of their clearance.",Fees
Can I pay my fees using a "Bank Draft"?,"Yes, bank drafts addressed to the University of The Gambia are an acceptable form of payment at the Accounts Office.",Fees
Is there a fee for "Sports" participation?,"No, participation in university sports teams is free, supported by the Student Union and Development fees.",Fees
What is the fee for "Provisional Admission" letter?,"There is no extra charge for the letter; it is part of the standard application and admission process.",Fees
How much is the "Late Course Registration" fine?,"The fine is typically GMD 500.00 for the first week and increases thereafter, subject to Finance office rules.",Fees
Is there a fee for "ID Card Capture"?,"The first ID card is included in the registration fees; only replacements are charged.",Fees
What is the fee for "Verification of UTG Degree" by employers?,"External organizations requesting verification of a former student's degree may be charged a processing fee.",Fees
"Can I use ""Scholarship Funds"" for the application fee?","Generally, application fees must be paid out-of-pocket as scholarships are only applied after admission.",Fees
Is there a fee for "Changing My Surname" after marriage?,"Updating university records to reflect a legal name change attracts a small administrative fee for document processing.",Fees
How do I pay for "Transcript Courier" (Domestic)?,"Domestic courier fees are lower than international ones and can be paid at the Accounts Office.",Fees
What is the fee for "Master’s Thesis Extension"?,"Students who need an extra semester to complete their thesis must pay a per-semester extension fee.",Fees
Is there a fee for "Audit" of a course?,"Auditing a course (taking it without credit) usually attracts a fee equal to 50% of the standard course credit cost.",Fees
How do I pay for "Nursing Clinical Logbooks"?,"These specialized academic materials are paid for at the School of Medicine's finance desk.",Fees
What is the fee for "Student Handbook" replacement?,"While the digital version is free, a physical replacement of the handbook may attract a small printing fee.",Fees
Is there a "Bank Charge" on local deposits?,"The university account covers standard deposit fees, but students should check with their specific bank for any service charges.",Fees
What is the fee for "Verification of WASSCE" for international students?,"International results may require a higher verification fee if the university must contact foreign exam boards.",Fees
Can I pay my fees in "Euro" or "Pound Sterling"?,"Fees are officially quoted in GMD or USD; other currencies are converted at the prevailing university exchange rate.",Fees
Is there a fee for "Official Result Notification"?,"A formal notification of results issued by the Registrar's Office attracts an administrative fee.",Fees
How much is the "Registration Fee" for the 2026 Academic Year?,"Registration is the act of paying the tuition and levies; there is no separate 'Registration Fee' beyond these.",Fees
