question,answer,category
Can I apply for a program in the School of Engineering with a background in Arts?,"No, applicants for Engineering must have a background in Science with credits in Physics and Math.",Admission
What is the 'Application Withdrawal' process?,"Students can withdraw their application by emailing the Admissions Office before the selection process begins.",Admission
Does the university provide a physical application form?,"No, all applications must be completed electronically via the official portal.",Admission
What is the requirement for the BSc in Biology?,"Five credits including English, Math, and Biology.",Admission
Is a testimonial from my previous school required?,"Yes, a school-leaving testimonial is often required as part of the supporting documents.",Admission
What is the 'Admission Packet'?,"A collection of documents, including the admission letter and medical forms, given to new students.",Admission
Can I apply for admission while serving in the military?,"Yes, but you must provide a letter of permission from your commanding officer.",Admission
What is the requirement for the BSc in Management?,"Five credits including English and Mathematics.",Admission
Does UTG accept the French 'Baccalauréat' for admission?,"Yes, it is accepted and translated into the Gambian grade equivalent by the Registrar's Office.",Admission
What is the 'Admission Appeal' process?,"Students who feel they were unfairly denied admission can lodge a formal appeal with the Registrar.",Admission
Is there an application fee waiver for low-income students?,"Currently, the university does not offer fee waivers for the application process.",Admission
What is the requirement for the BSc in Chemistry?,"Five credits including English, Math, and Chemistry.",Admission
Can I use my National ID for the application?,"Yes, a scanned copy of your National ID card is an acceptable form of identification.",Admission
What is the 'Admission Validity' period?,"An admission offer is usually only valid for the specific semester for which it was issued.",Admission
Does the university admit students for 'Short Courses'?,"Yes, various schools offer professional short courses with different admission requirements.",Admission
What is the requirement for the BSc in Public Administration?,"Five credits including English and Mathematics.",Admission
Can I apply for a Master's in a field different from my Bachelor's?,"Yes, but you may be required to take 'bridging' or 'foundation' courses in the new field.",Admission
What is the 'Admission Statistics' report?,"An annual report published by the university detailing the number of applicants and admitted students.",Admission
Is there a specific admission link for Postgraduate studies?,"Yes, the portal has a dedicated section for 'Postgraduate Applications'.",Admission
What is the requirement for the BSc in Development Studies?,"Five credits including English and any social science subject.",Admission
Can I apply with 'Technical School' credits?,"Credits from technical schools are evaluated by the Academic Board for degree entry suitability.",Admission
What is the 'Admission Notification' via SMS?,"The university often sends automated SMS alerts to candidates once their admission status changes.",Admission
Is there a medical fitness requirement for admission?,"Yes, all new students must undergo a medical examination at the University Clinic.",Admission
What is the requirement for the BSc in Marketing?,"Five credits including English and Mathematics.",Admission
Can international students apply for 'In-Service' training?,"In-service training is generally reserved for Gambian civil servants sponsored by the PMO.",Admission
What is the 'Application Password' reset process?,"Students can use the 'Forgot Password' link on the portal to reset their credentials via email.",Admission
What is the requirement for the BSc in Tourism?,"Five credits including English and any social science or humanities subject.",Admission
Does UTG offer 'Early Decision' admission?,"Currently, UTG uses a rolling admission system until the final deadline is reached.",Admission
What is the 'Admission Ledger'?,"The official record book containing the names and details of all students admitted for a specific year.",Admission
