question,answer,category
"Does registration include library access?","Yes, successful registration and payment of the library fee automatically update your library privileges.",Registration
"How do I register for ""Intersession"" or Summer courses?","A separate registration window opens in June specifically for accelerated summer modules.",Registration
"What is the ""Registration Status"" check?","A feature on the portal that shows if you are 'Cleared', 'Pending', or 'Blocked'.",Registration
"Can I register for courses from another department?","Yes, if they are listed as 'Electives' in your program and you have met the prerequisites.",Registration
"Where do I submit my signed registration form?","A copy is kept by the student, one by the HOD, and one is submitted to the School's Faculty Officer.",Registration
"What is ""Bio-data Verification""?","The process of confirming your name, date of birth, and nationality during the first-year registration.",Registration
"How do I register as a ""Transfer Student""?","Transfer students must first have their credits evaluated by the Registrar before they can select modules.",Registration
"Is there a separate registration for postgraduate students?","Postgraduate students use the same portal but have a different set of registration deadlines and fees.",Registration
"What is a ""Withdrawal with Permission"" (WP)?","A status granted if a student officially withdraws from a course within the approved timeframe.",Registration
"How do I update my contact information on the portal?","Log in and navigate to the 'Student Profile' section to edit your phone number or home address.",Registration
"What is ""Medical Clearance""?","New students must be cleared by the University Clinic before their first-year registration can be finalized.",Registration
"Can I register for courses while on ""Academic Probation""?","Yes, but you may be restricted to a lower credit load (usually 9-12 credits) to improve your performance.",Registration
"How do I register for ""Graduation Clearance""?","Final year students must apply for clearance via the portal once their final results are uploaded.",Registration
"What is the ""Registration Pin""?","A code found on your bank receipt used to authorize the payment on the student portal.",Registration
"Can I register for the same course twice?","Only if you failed the course previously or are looking to improve a passing grade (subject to policy).",Registration
"What is ""Cross-Registration""?","Registering for a course at another recognized institution that counts toward your UTG degree.",Registration
"How do I register for ""Occasional Student"" status?","Non-degree students must apply through the Admissions Office before they can register for individual modules.",Registration
"What is ""Administrative Fee"" clearance?","Ensuring all non-tuition fees (Union, ID, Tech) are paid before the portal allows course selection.",Registration
"How do I register if I am studying abroad?","Students on exchange programs must coordinate with the International Relations office for remote registration.",Registration
"What is the ""Credit Limit"" warning?","An automated portal alert if you attempt to register for too few or too many credits.",Registration
"Where do I find my ""Academic Advisor"" for registration help?","Advisor lists are posted on the departmental notice boards at the start of every semester.",Registration
"How do I register for ""Language Proficiency"" tests?","Registration for TOEFL or local language tests is handled at the Center for African and Global Languages.",Registration
"What is ""Batch Registration""?","A process where certain departments register all freshmen for their first-semester core courses automatically.",Registration
"Can I register for a course if I missed the first week of lectures?","Yes, provided you register within the official two-week window.",Registration
"What is the ""Portal Support"" email?","For technical registration issues, email helpdesk@utg.edu.gm.",Registration
"How do I register for ""Work-Study""?","Students must first be accepted into the program before registering for the work-study credit (if applicable).",Registration
"What is ""Course Mapping""?","The process of ensuring the courses you register for align perfectly with your degree requirements.",Registration
"Is my registration valid if I don't pay the second installment?","You remain registered, but you will be blocked from viewing results or sitting for final exams.",Registration
"How do I register for a ""Major Change""?","After administrative approval, the Registrar's office will update your portal to allow new major courses.",Registration
"What is ""Incomplete"" (IC) registration?","Registering to finish the requirements of a course where an IC grade was previously issued.",Registration
"Can I register for courses online from my mobile phone?","Yes, the student portal is mobile-responsive, though a desktop is recommended for final submission.",Registration
"What is ""Self-Registration""?","The standard process where students select their own modules without administrative intervention.",Registration
"How do I register for ""Tutorials""?","Tutorial groups are usually assigned within the department after the main course registration is finished.",Registration
"What is ""Late Add"" approval?","A rare permission from the Dean to add a course after the Add/Drop period has ended.",Registration
"How do I verify my ""Scholarship Clearance"" for registration?","Scholarship students must present their award letter to the Finance Office to have their portal activated.",Registration
"What is ""Academic Standing"" on the registration portal?","It shows whether you are in 'Good Standing' or 'Probation' based on your previous CGPA.",Registration
"Can I register for two courses that overlap in time?","The portal usually flags 'Time Conflicts' and prevents registration for overlapping sessions.",Registration
"What is ""Early Registration""?","A period where continuing students can select courses for the next semester before the break starts.",Registration
"How do I register for ""Distance Learning"" modules?","These are selected on the portal like regular courses but are marked as 'Online' or 'Blended'.",Registration
"What is ""Manual Override""?","An administrative action taken by the Registrar to register a student for a course they are blocked from.",Registration
"Does registration require a passport photo?","New students must upload a digital passport photo during their initial registration for their ID card.",Registration
"How do I register for ""Continuing Education""?","Professional development students register via the specialized portal for the School of Graduate Studies.",Registration
"What is ""Course Load Reduction""?","Applying to register for fewer than 12 credits due to health or personal reasons.",Registration
"How do I register for ""Thesis Defense""?","Postgraduate students must register for the defense module in the semester they intend to graduate.",Registration
"What is ""Registration Audit""?","A periodic check by the Registrar to ensure students are properly registered for their claimed courses.",Registration
"Can I register for a course as an ""Audit"" (No Credit)?","Yes, but you must select the 'Audit' option during the registration process.",Registration
"What is ""Financial Hold"" removal?","The process of the Finance Office updating your portal after you have cleared your debts.",Registration
"How do I register for ""Orientation""?","Freshmen are automatically registered for orientation activities upon completing their bio-data.",Registration
"What is ""Semester Deferral"" registration?","The formal process of registering your intent to skip a semester while maintaining your student status.",Registration
"How do I register for ""Credit by Examination""?","Applying to sit for an exam in a subject you haven't taken based on prior knowledge.",Registration
"What is ""Registration Confirmation""?","The digital receipt generated by the portal once your course selection is submitted.",Registration
"Can I register for ""Level 400"" courses as a freshman?","No, the portal enforces 'Level Restrictions' based on your current year of study.",Registration
"What is ""Departmental Clearance""?","Checking with your department to ensure you are taking the correct sequence of courses.",Registration
"How do I register for ""Duplicate ID""?","Application for a new ID card is done through the security/admin tab on the portal.",Registration
"What is ""Automatic De-registration""?","When the system removes students from the rolls for failing to attend or pay fees by a certain date.",Registration
"How do I register for ""University Electives""?","Choose from the 'General Elective' list provided on the portal during the registration window.",Registration
"What is ""Provisional Registration""?","A temporary status for students whose results or documents are still undergoing final verification.",Registration
"Can I register for ""Night Classes""?","If a department offers evening sessions, you can select those specific sections during registration.",Registration
"How do I register for ""Academic Counseling""?","Appointments with counselors are booked through the Dean of Students' registration desk.",Registration
"What is ""Course Evaluation"" before registration?","A requirement in some semesters to complete feedback forms for previous courses before re-registering.",Registration
"How do I register for ""Regional Campus"" courses?","Select the location (e.g., Farafenni) on the portal when choosing your course sections.",Registration
"What is ""Registration Re-activation""?","The process of enabling the portal for a student returning from a leave of absence.",Registration
"Can I register for ""Graduate"" courses as an undergraduate?","Only final-year students with high honors and special permission can take graduate-level electives.",Registration
"What is ""Identity Management"" in registration?","Ensuring the name on the university portal matches your official birth certificate or passport.",Registration
"How do I register for ""Student Insurance""?","Basic insurance registration is often integrated into the medical clearance phase.",Registration
"What is ""Portal Maintenance"" downtime?","Scheduled periods when the registration site is offline for updates, usually announced in advance.",Registration
"How do I register for ""Foundation"" courses?","Access students select their remedial modules via a dedicated foundation portal.",Registration
"What is ""Late Fee Waiver""?","A rare exemption from late registration penalties granted by the Vice-Chancellor for extreme cases.",Registration
"How do I register for ""Certificate"" programs?","Short-term certificate students use a simplified registration form on the main website.",Registration
"What is ""Degree Audit"" on the portal?","A tool that shows which courses you have registered for and how they apply to your graduation.",Registration
"Can I register for ""Part-time"" study?","Yes, select 'Part-time' during the semester validation phase to adjust your fee and credit limits.",Registration
"How do I register for ""IT Certifications""?","Enrollment for CCNA or other professional certs is handled by the School of ICT separately.",Registration
"What is ""Registration Accuracy""?","The student's responsibility to ensure they have registered for the correct course codes.",Registration
"How do I register for ""Alumni"" status?","Graduating students register with the Alumni Association during their final clearance phase.",Registration
"What is ""Multi-factor Authentication"" (MFA)?","A 2026 security update requiring a phone code in addition to your password for portal login.",Registration
"How do I register for ""Field Trips""?","Registration for travel-based modules is done through the department after academic enrollment.",Registration
"What is the ""End of Registration"" notice?","An official announcement from the Registrar's Office marking the final closure of the portal.",Registration
