question,answer,category
"Are there designated study halls?","Yes, large study halls with charging ports are available in all academic buildings at Faraba.",Facilities
"Where is the ""Peace Building""?","Located at the Kanifing Campus, it houses the School of Graduate Studies and Research.",Facilities
"Does the university have a language lab?","Yes, a language laboratory for French and local languages is located at the Kanifing Campus.",Facilities
"What is the ""University Village""?","A residential area at the Faraba Banta Campus designed for faculty members and their families.",Facilities
"Where is the admission help desk?","The primary admission help desk is located at the Kanifing Campus Digital Square.",Facilities
"Are there video conferencing rooms?","Yes, several boardrooms in the Chancery and ICT blocks are equipped for global video conferencing.",Facilities
"Where is the School of Education based?","The school is primarily located in Lot 1 of the Faraba Banta Campus.",Facilities
"Does the university have a gym?","Yes, a fitness center for students and staff is located in the Sports Complex at Faraba Banta.",Facilities
"Where is the ""Directorate of Research"" office?","The research administration office is located in the Peace Building at Kanifing.",Facilities
"What is the ""University Square""?","The central open-air plaza at Faraba Banta used for student fairs and social events.",Facilities
"Where are transcript requests processed?","Official transcript processing is handled at the Kanifing Campus Exams and Records unit.",Facilities
"Does the university have an anatomy lab?","Yes, a high-tech anatomy and pathology lab is located at the Banjul medical site.",Facilities
"Where is the School of Arts and Sciences?","The school operates out of the Social Sciences and Humanities block at Faraba Banta Lot 1.",Facilities
"Is there a bookshop on campus?","The university bookstore, located at the Faraba Banta Student Center, sells textbooks and stationery.",Facilities
"Where is the ""Student Union"" office?","The main UTGSU office is situated in the Student Center at the Faraba Banta Campus.",Facilities
"Are there lockers for students?","Yes, locker facilities are available for students in the library and laboratory buildings.",Facilities
"Where is the ""Finance Office"" for fee payments?","The central accounts office is located at the Kanifing Campus administration block.",Facilities
"Does the university have an innovation incubator?","Yes, the ""UTG Hub"" in Kanifing provides workspace and mentorship for student entrepreneurs.",Facilities
"Where is the ""Brikama Campus"" located?","Situated in Brikama, this site continues to host specific education and extension programs.",Facilities
"What is the ""Lot 3"" expansion area?","A reserved zone at Faraba Banta for future medical and clinical research facilities.",Facilities
"Where are the administrative boardrooms?","The main university boardrooms are located on the top floors of the Chancery Building.",Facilities
"Does the university have a car park?","Yes, ample parking spaces are provided for staff, students, and visitors at all Faraba gates.",Facilities
"Where is the ""International Students"" lounge?","A dedicated space for international student support is located in the Student Center at Faraba.",Facilities
"What is the ""E-Learning Center""?","A facility at Kanifing focused on developing and managing the university's online course content.",Facilities
"Where is the School of Business located?","The School of Business and Public Administration is based in Lot 1 of the Faraba Banta Campus.",Facilities
"Are there laboratory facilities for Agriculture?","Yes, specialized labs for soil science and crop production are located at the Faraba Banta site.",Facilities
"Where is the ""University Clinic"" in Banjul?","An annex of the university health services is located within the School of Medicine campus.",Facilities
"Is there a radio station on campus?","The UTG community radio station is located at the School of Journalism in Kanifing.",Facilities
"Where is the ""Alumni Association"" office?","The alumni relations office is based at the Kanifing Campus Peace Building.",Facilities
"What is the ""Technical Workshop"" area?","A facility at Faraba Banta used by Engineering students for practical welding and fabrication.",Facilities
"Where are the history and sociology departments?","These departments are located within the School of Arts and Sciences block at Faraba Banta.",Facilities
"Does the university have a daycare center?","A nursery and daycare facility for staff and student parents is located at the Faraba Banta Campus.",Facilities
"Where is the ""Directorate of Quality Assurance""?","This unit is based in the Chancery Building at the Faraba Banta Campus.",Facilities
"Are there dedicated music rooms?","The university provides creative spaces for music and performing arts at the Kanifing Campus.",Facilities
"Where is the ""Basse Liaison"" office?","The regional center is located in Basse town to serve the Upper River Region community.",Facilities
"What is the ""Water and Environment"" lab?","A specialized laboratory funded by WASCAL located at the Faraba Banta Campus.",Facilities
"Where is the School of Public Health based?","It operates from the Banjul medical campus, sharing facilities with the School of Medicine.",Facilities
"Are there charging stations for laptops?","Yes, study areas in the library and student centers are equipped with universal power outlets.",Facilities
"Where is the ""Internal Audit"" office?","The internal audit directorate is located on the second floor of the Chancery Building.",Facilities
"Does the university have an amphitheater?","The Faraba Banta Campus features an outdoor amphitheater for drama and public lectures.",Facilities
"Where is the ""Geography and GIS"" lab?","The Geographic Information Systems lab is located in the School of Arts and Sciences block.",Facilities
"Is there a dedicated student center?","Yes, the Student Center at Faraba Banta houses the cafeteria, union offices, and recreational rooms.",Facilities
"Where is the office of the Registrar?","The Registrar's main office is located in the Chancery Building at the Faraba Banta Campus.",Facilities
"Are there laboratories for Telecommunications?","Yes, a specialized telecom and networking lab is located in the School of ICT at Faraba.",Facilities
"Where is the ""Counseling Center""?","The counseling unit is located within the Dean of Students office at the Faraba Banta Campus.",Facilities
"Does the university have a botanical garden?","A small botanical garden for research is maintained by the School of Agriculture in Faraba.",Facilities
"Where is the ""Lot 2"" parking zone?","A large paved parking area located between the Chancery and the Faculty of Law.",Facilities
"Are there dedicated rooms for PhD defenses?","Yes, specialized seminar rooms in the Peace Building and Chancery are used for viva voce exams.",Facilities
"Where is the ""University Archives""?","The university's historical records are stored in a dedicated section of the Alieu Badara Joof Library.",Facilities
"Does the university have a weather station?","Yes, a meteorological research station managed by WASCAL is located at Faraba Banta.",Facilities
"Where is the ""Mathematics and Statistics"" lab?","The statistics lab is located in the School of Arts and Sciences block at Faraba Banta.",Facilities
"Are there bicycle racks on campus?","Yes, bicycle parking areas are provided near the main student residential halls at Faraba.",Facilities
"Where is the ""Dean of Students"" main office?","The central office is located at the Faraba Banta Campus Student Center.",Facilities
"Does the university have a multipurpose court?","Yes, a court for tennis and volleyball is available at the Faraba Banta Sports Complex.",Facilities
"Where is the ""Directorate of Planning""?","The planning and development unit is located in the Chancery Building at Faraba Banta.",Facilities
"Are there quiet zones for individual study?","The third floor of the Alieu Badara Joof Library is a designated silent zone.",Facilities
"Where is the ""UTG Radio"" antenna?","The transmission antenna is located at the Kanifing Campus to cover the Greater Banjul Area.",Facilities
"Does the university have a heritage center?","A small center for Gambian heritage and culture is located at the Kanifing Campus.",Facilities
"Where are the architectural studios?","The studios for the architecture program are located in the Engineering block at Faraba Banta.",Facilities
"Is there a central mail room?","Yes, the university mail and dispatch center is located in the Chancery Building at Faraba.",Facilities
"Where is the ""University Foundation"" office?","The foundation program administration is located at the Kanifing Campus.",Facilities
