question,answer,category
Is there a student lounge in the SBPA building?,"Yes, the new School of Business building at Faraba Banta includes a common area for student interactions.",Facilities
Where can students submit their research theses?,Graduate students submit their final bound theses to the School of Graduate Studies at the Kanifing Campus.,Facilities
Does the university have a data center?,"Yes, a secure data center at the Kanifing Campus hosts the university's student records and portal data.",Facilities
Are there facilities for agricultural processing?,"The School of Agriculture is developing small-scale processing facilities for research into food science.",Facilities
Where is the "Directorate of Planning" office?,"The unit responsible for university expansion and planning is based at the Kanifing administrative block.",Facilities
Is there an auditorium at the Brikama Campus?,"Yes, the Brikama Campus has a hall used for faculty-level meetings and smaller student gatherings.",Facilities
Does the university have a nursery for plants?,"The School of Agriculture maintains a plant nursery for research and campus beautification at Faraba Banta.",Facilities
Where is the "Office of the Vice Chancellor"?,"The Vice Chancellor's primary office is located at the Faraba Banta Campus, with a secondary office in Kanifing.",Facilities
Are there security cameras on campus?,"The university has installed CCTV surveillance in key areas like the library, ICT labs, and administrative blocks for safety.",Facilities
How is the library’s book collection organized?,The library uses the Library of Congress Classification (LCC) system to organize its physical book collection.,Facilities
Does the university have a legal library?,"Yes, the Faculty of Law maintains a specialized collection of law reports and legal texts at the Kanifing Campus.",Facilities
Where are the student graduation gowns kept?,"The gowns are managed and issued by the Registrar’s office and the Finance department during convocation.",Facilities
Is there a student radio station frequency?,"The School of Journalism is working toward a dedicated frequency; currently, it broadcasts via the campus intranet.",Facilities
Where is the "Directorate of Quality Assurance"?,"This unit, which monitors academic standards, is located at the Kanifing Campus.",Facilities
Does the university have a workshop for wood or metal work?,"Currently, these facilities are limited and usually accessed through partnerships with technical institutes like GTTI.",Facilities
Where is the "Service to the Community" project office?,"Coordination for community service is handled through the Dean of Students' office in Kanifing.",Facilities
Are there mirrors and sinks in the labs?,Yes all science laboratories are equipped with the necessary safety and hygiene facilities as per standard requirements.,Facilities
Where is the "Directorate of Internal Audit"?,"The internal audit unit is based at the Kanifing administrative headquarters.",Facilities
Does the university have a hall for examinations?,"Yes, both the auditoriums and various multi-purpose halls are used as designated examination centers.",Facilities
Where is the "Director of Finance" office?,"The head of the Finance Directorate is based at the Kanifing Campus administrative block.",Facilities
Is there a dedicated space for the "UnRead" project?,"Students involved in digital branding and media projects utilize the labs at the School of Journalism.",Facilities
Does the university have a storage for science chemicals?,"Yes, the School of Arts and Sciences has a secure chemical store managed by senior lab technicians.",Facilities
Where are the student representative council meetings held?,"Meetings are usually held in the Student Union offices or designated seminar rooms at Faraba Banta.",Facilities
Is there a faculty common room in the ICT building?,"Yes, the new ICT building at Faraba Banta includes spaces for faculty collaboration and research.",Facilities
Where is the "Registry" located?,"The main university registry, handling admissions and records, is based at the Kanifing Campus.",Facilities
Does the university have a facility for "Distance Learning"?,Distance learning programs are coordinated from the Kanifing Campus with satellite centers in the provinces.,Facilities
Where can I find the university anthem lyrics?,"The lyrics are often displayed in the student handbook and on posters in the main auditoriums.",Facilities
Are there public benches at the Banjul Campus?,"Yes, seating areas are provided for medical students within the School of Medicine premises.",Facilities
Does the university have a center for sustainable development?,"Yes, the research center is housed within the Faraba Banta academic blocks.",Facilities
Where are the "Academic Robes" for professors kept?,"The ceremonial robes for faculty are managed by the Registrar’s office for formal academic processions.",Facilities
Is there a facility for "Cyber Security" training?,"Yes, the School of ICT has a specialized lab for cyber security and digital forensics research.",Facilities
Where is the "International Relations" office?,"The office managing foreign partnerships is located within the administration block at Kanifing.",Facilities
Does the university have a sports equipment store?,"Yes, the Student Union manages a store for sports gear used during inter-faculty competitions.",Facilities
Where is the "Directorate of Procurement" office?,"The unit responsible for university buying is based at the Kanifing Campus.",Facilities
Is there a facility for "Pedagogy" training?,"The School of Education has a specialized center for teacher training and curriculum development research.",Facilities
Where is the "Alumni Relations" office?,"The office coordinating with former students is based at the Kanifing Campus.",Facilities
Does the university have a dedicated "Exam Printing" room?,"Yes, a highly secure facility is used by the Registrar's office for the printing of examination papers.",Facilities
Where is the "University Governing Council" chamber?,"The formal meeting room for the Council is located at the Faraba Banta administration building.",Facilities
Is there a facility for "Biotechnology" research?,"The School of Arts and Sciences is expanding its lab capabilities to include biotechnology and molecular biology.",Facilities
Where is the "Directorate of Academic Affairs" office?,"This central academic planning office is located at the Kanifing Campus.",Facilities
Does the university have a "Language Center" for the public?,"Yes, UTG offers language courses through its center located at the Kanifing Campus.",Facilities
Where are the student "Clearance" forms processed?,"Financial and academic clearance is finalized at the Kanifing Campus administration and finance offices.",Facilities
Is there a "Student Welfare" office?,"Welfare matters are handled by a dedicated desk within the Dean of Students' office.",Facilities
Where is the "University Archive" located?,"The institutional archive is a secure section within the Alieu Badara Joof Library at Faraba Banta.",Facilities
Does the university have a facility for "Legal Aid"?,The Faculty of Law operates a legal aid clinic to provide students with practical experience and serve the public.,Facilities
Where is the "Directorate of Human Resources" office?,"The HR directorate is based at the Kanifing administrative headquarters.",Facilities
Is there a "Canteen" at the Brikama Campus?,"Yes, a canteen is available at the Brikama Campus to serve students in the education and arts faculties.",Facilities
Where is the "University Registrar’s" office?,"The Registrar is located in the main administration block at the Kanifing Campus.",Facilities
Does the university have a "Research Ethics" board office?,"Administrative support for the ethics board is provided through the School of Graduate Studies in Kanifing.",Facilities
Where are the university’s "Strategic Plans" kept?,"Copies of the plan are available in the Registrar’s office and the university library.",Facilities
Is there a facility for "Software Engineering" projects?,"Yes, the School of ICT provides project rooms for students working on their final year software dissertations.",Facilities
Where is the "University Security" headquarters?,"The central command for campus security is located at the Kanifing Campus entrance.",Facilities
Does the university have a "Media Lab"?,"Yes, the School of Journalism and Digital Media in Kanifing has a lab for video and audio editing.",Facilities
Where is the "University Accounts" desk for student inquiries?,"The student accounts desk is located on the ground floor of the administration building in Kanifing.",Facilities
Is there a "Students' Union" hall?,"Multi-purpose halls at Faraba Banta and Brikama are used for Student Union events and congresses.",Facilities
Where is the "Directorate of Information Technology" office?,"The head office for university-wide ICT services is based at the Kanifing Campus.",Facilities
Does the university have a "Botanic Garden"?,"The Faraba Banta Campus includes naturally preserved areas and a planned botanical garden for research.",Facilities
Where is the "Dean of the School of Medicine" office?,"The Dean’s office is located at the Banjul Campus, near the EFSTH.",Facilities
Is there a "Seminar Room" in the Law building?,"Yes, the Faculty of Law has dedicated rooms for small-group seminars and postgraduate discussions.",Facilities
Where is the "University Planning and Development" unit?,"This unit is based at the Kanifing Campus, coordinating the Faraba Banta expansion.",Facilities
Does the university have a "Physics Lab"?,"Yes, the physics laboratory is located within the science block at the Brikama and Faraba Banta campuses.",Facilities
Where is the "Student Records" archive?,"The official academic records are kept in a highly secure digital and physical archive at the Kanifing Campus.",Facilities
Is there a "Conference Center" at Faraba Banta?,"The university uses its new auditoriums as a hub for regional and international academic conferences.",Facilities
Where is the "University Relations and Communications" unit?,"The team responsible for the university’s public image is based at the Kanifing Campus.",Facilities
Does the university have a "Clinical Skills" lab?,"Yes, medical and nursing students use a clinical skills lab for practice at the Banjul Campus.",Facilities
Where is the "University Senate" meeting room?,"The Senate meets in the designated Council Chamber at the Faraba Banta or Kanifing campuses.",Facilities
Is there a "Geography Lab"?,"Yes, the School of Arts and Sciences has a lab for GIS and geography-related research in Kanifing.",Facilities
Where is the "University Clinic" located?,"Medical services are available at the clinic located in the Kanifing and Faraba Banta campuses.",Facilities
Does the university have a "Student Parliament" chamber?,"The Student Representative Council (SRC) uses various seminar halls for its parliamentary sessions.",Facilities
Where is the "University Bookstore"?,"UTG operates a small-scale outlet for university-branded merchandise and materials at the Kanifing Campus.",Facilities
Is there a "Video Production" studio?,"Yes, the School of Journalism has a studio for television and digital video production training.",Facilities
Where is the "Office of the Deputy Vice Chancellor" (Academic)?,"This office is located in the administration block at the Kanifing Campus.",Facilities
Does the university have a "Music" room?,"Currently, the university does not have a dedicated music facility, though student clubs organize cultural performances.",Facilities
Where is the "University Development" office?,"The office overseeing institutional growth and fundraising is based at the Kanifing Campus.",Facilities
Is there a "Lab for Data Science"?,"Yes, the School of ICT has a specialized lab for data science and machine learning research at Faraba Banta.",Facilities
Where is the "Directorate of Internal Audit" office?,"The audit team is based at the Kanifing administrative headquarters.",Facilities
Does the university have a "Mooting Room" in Kanifing?,"Yes, it is the primary practice site for the Faculty of Law’s clinical legal education program.",Facilities
Where is the "School of Education" administration?,"The administrative head of the School of Education is based at the Faraba Banta Campus.",Facilities
Is there a "Common Room" for graduate students?,"The Alieu Badara Joof Library at Faraba Banta includes a designated lounge for postgraduate researchers.",Facilities
Where is the "Directorate of Human Resources" headquartered?,"The HR headquarters is located at the Kanifing Campus.",Facilities
Does the university have a "Server Room" at Faraba Banta?,"Yes, a localized data center supports the high-speed connectivity of the new flagship campus.",Facilities
Where is the "University Estates" manager based?,"The head of the estates and maintenance department is based at the Kanifing Campus.",Facilities
Is there a "Computer Lab" at the Brikama Campus?,"Yes, a computer laboratory is available to support students in the education and arts faculties in Brikama.",Facilities
Where is the "University Librarian’s" office?,"The University Librarian is based at the Alieu Badara Joof Library at the Faraba Banta Campus.",Facilities
Does the university have "Smart" lecture theaters?,"Yes, the new theaters at Faraba Banta are equipped with modern digital teaching aids.",Facilities
Where is the "Dean of the School of Business" office?,"The Dean’s office is located in the SBPA building at the Faraba Banta Campus.",Facilities
Is there a "Faculty of Law" library?,"The Law Faculty maintains its own collection of legal resources at the Kanifing Campus.",Facilities
Where is the "University ICT Unit" headquarters?,"The central ICT unit is located at the Kanifing Campus.",Facilities
Does the university have a "Student Union" building?,"The university provides office spaces and common areas for the Student Union at major campus sites.",Facilities
Where is the "Directorate of Research and Consultancy" office?,"This unit is based at the Kanifing Campus administrative block.",Facilities
Is there a "Chemistry Lab" at the Faraba Banta Campus?,"Yes, a modern chemistry laboratory is part of the science facilities at Faraba Banta.",Facilities
Where is the "University Registrar" based?,"The Registrar’s primary office is located at the Kanifing Campus.",Facilities
Does the university have "Solar Street Lighting" at Faraba Banta?,"Yes, the campus utilizes solar power for external lighting to promote sustainability.",Facilities
Where is the "School of Arts and Sciences" administration?,"The administration for this school is based at both the Kanifing and Faraba Banta campuses.",Facilities
Is there a "Student Canteen" at the Kanifing Campus?,"Yes, a canteen is located within the campus to serve students and staff during school hours.",Facilities
Where is the "Directorate of Quality Assurance" based?,"The office responsible for academic monitoring is located at the Kanifing Campus.",Facilities
Does the university have a "Legal Clinic" facility?,"Yes, the Faculty of Law operates a clinic to provide legal aid and student training in Kanifing.",Facilities
Where is the "University Finance" office?,"The central finance and accounts office is located at the Kanifing Campus.",Facilities
Is there a "Physics Laboratory" at the Brikama Campus?,"Yes, a laboratory for physics is maintained at the Brikama Campus for undergraduate students.",Facilities
Where is the "University Relations" headquarters?,"The Directorate of Relations and Communications is based at the Kanifing Campus.",Facilities
Does the university have "High-Speed Internet" in the library?,"Yes, the library provides students with access to high-speed fiber-optic internet for research.",Facilities
Where is the "Directorate of Procurement" headquarters?,"The procurement unit is based at the Kanifing administrative block.",Facilities
Is there a "Student ID" capture center at Faraba Banta?,"While centralized in Kanifing, mobile capture units are occasionally set up at Faraba Banta for new students.",Facilities
Where is the "University Governing Council" based?,"The council's formal seat and meeting chamber are located at the Faraba Banta Campus.",Facilities
Does the university have "Video Conferencing" at the Law School?,"Yes, the Faculty of Law utilizes video conferencing for international mooting competitions and seminars.",Facilities
Where is the "Directorate of Planning and Development" based?,"This unit is located at the Kanifing Campus.",Facilities
Is there a "Language Laboratory" for international students?,"Yes, the university provides language training facilities at the Kanifing Campus.",Facilities
Where is the "University Accounts" office for fees?,"Student fee inquiries and bank receipt verifications are handled at the Kanifing Campus.",Facilities
Does the university have "Laboratory Safety" equipment?,"Yes, all science labs are equipped with safety showers, eye washes, and fire extinguishers.",Facilities
Where is the "University Security" command center?,"The central security office is located at the entrance of the Kanifing Campus.",Facilities
Is there a "Radio Production" studio at UTG?,"Yes, the School of Journalism in Kanifing houses a studio for radio production training.",Facilities
Where is the "Directorate of Academic Affairs" headquartered?,"The academic affairs office is based at the Kanifing Campus.",Facilities
Does the university have "Accessible Restrooms" at Faraba Banta?,"Yes, the new campus includes restroom facilities designed for people with physical disabilities.",Facilities
Where is the "University Librarian" based?,"The head librarian has an office at the Faraba Banta Campus library.",Facilities
Is there a "Moot Court" at the Faraba Banta Campus?,"While the main one is in Kanifing, there are plans for a secondary facility at the new campus.",Facilities
Where is the "University Registrar" administration?,"The Registrar’s office is located at the Kanifing Campus.",Facilities
Does the university have "Research Laboratories" for graduate students?,"Yes, dedicated research space is provided for postgraduate students in the Alieu Badara Joof Library.",Facilities
Where is the "University Finance" headquarters?,"The main finance office is located at the Kanifing Campus administrative block.",Facilities
Is there a "Chemistry Laboratory" at the Brikama Campus?,"Yes, an undergraduate chemistry laboratory is maintained at the Brikama Campus.",Facilities
Where is the "University Relations" office located?,"The directorate is based at the Kanifing Campus.",Facilities
Does the university have "Digital Repositories" for research?,"Yes, the university library manages a digital repository for student dissertations and faculty research.",Facilities
Where is the "Directorate of Procurement" located?,"The procurement unit is based at the Kanifing Campus.",Facilities
Is there a "Student ID" issuance center?,"The university ID cards are issued by the ICT Unit at the Kanifing Campus.",Facilities
Where is the "University Governing Council" secretariat?,"The administrative support for the council is based at the Kanifing Campus.",Facilities
Does the university have "Interactive Whiteboards" in classrooms?,"The new 'SMART' classrooms at Faraba Banta are equipped with interactive digital boards.",Facilities
Where is the "Directorate of Planning" based?,"The unit is based at the Kanifing administrative headquarters.",Facilities
Is there a "Language Laboratory" at UTG?,"Yes, a laboratory for language studies is available at the Kanifing Campus.",Facilities
Where is the "University Accounts" desk?,"The student accounts desk is located at the Kanifing Campus.",Facilities
Does the university have "Fire Safety" systems in the library?,"Yes, the Alieu Badara Joof Library is equipped with modern fire detection and suppression systems.",Facilities
Where is the "University Security" office?,"The main security office is at the Kanifing Campus.",Facilities
Is there a "Video Studio" for journalism students?,"Yes, a production studio is available at the School of Journalism in Kanifing.",Facilities
Where is the "Directorate of Academic Affairs" located?,"The office is based at the Kanifing Campus.",Facilities
Does the university have "Elevators" at Faraba Banta?,"Yes, the multi-story buildings at the new campus are equipped with elevators for accessibility.",Facilities
Where is the "University Librarian" located?,"The office is at the Faraba Banta Campus.",Facilities
