question,answer,category
What is the role of an Academic Advisor?,"A faculty member assigned to a student to provide guidance on course selection and career planning.",Academics
How long is the first semester examination period?,The examination period typically lasts between two to three weeks at the end of the semester.,Academics
What is the 'Prerequisite' course?,"A course that must be successfully completed before a student is allowed to register for a more advanced level course.",Academics
"What is a 'Core Course'?","A mandatory course that is essential to a student's major and cannot be substituted.",Academics
"What is an 'Elective Course'?","A course chosen by the student from a list of options, allowing for specialization in a particular area of interest.",Academics
What is the 'Course Code' system?,"A combination of letters and numbers (e.g., MTH 101) used to identify the department and level of a course.",Academics
Does UTG use a 'Quality Point' system?,"Yes, quality points are calculated by multiplying the numerical grade by the number of credits for the course.",Academics
What is the 'University Senate'?,The highest academic decision-making body responsible for curriculum approval and degree conferment.,Academics
What is the 'Faculty Board'?,A committee within each school that manages academic programs and student affairs at the faculty level.,Academics
Can I audit a course?,"Students may 'audit' a course to gain knowledge without receiving credit, subject to the lecturer's approval.",Academics
What is 'External Moderation'?,The process where examination questions and marked scripts are reviewed by experts outside UTG to ensure fairness.,Academics
How is the 'Final Grade' computed?,"By combining the 40% Continuous Assessment score and the 60% Final Examination score.",Academics
What is 'Academic Dishonesty'?,"Any act such as plagiarism or cheating that undermines the integrity of the university's academic standards.",Academics
What is the 'Graduation Requirement' check?,"A final audit conducted by the Registrar's office to ensure a student has met all credit and GER requirements.",Academics
Does UTG recognize 'Prior Learning'?,"In some cases, professional experience can be evaluated for credit in specific diploma or mature-entry programs.",Academics
What is 'Distance Learning' at UTG?,"A mode of study that utilizes online tools and periodic physical meet-ups to accommodate working professionals.",Academics
What is 'Double Counting' of credits?,A policy where a single course fulfills two different degree requirements (rarely allowed without special permission).,Academics
What is 'Cross-Registration'?,"When a student registers for a course in a faculty different from their primary major.",Academics
What is 'Grade Inflation' monitoring?,The process used by the Quality Assurance unit to ensure that grades accurately reflect student achievement levels.,Academics
What is the 'Thesis Supervisor' role?,"An academic staff member who guides a graduate student through the research and writing of their dissertation.",Academics
What is 'Academic Reinstatement'?,The process for a student to return to their studies after a period of official withdrawal or suspension.,Academics
What is the 'Academic Calendar'?,"The official schedule of the university year, including registration dates, holidays, and examination periods.",Academics
What is 'Late Registration'?,"The period after the official deadline where students can still register for courses upon payment of a fine.",Academics
What is a 'Level 100' course?,"An introductory course typically taken by first-year (freshman) undergraduate students.",Academics
What is a 'Level 400' course?,"A senior-level course typically taken by students in their final year of undergraduate study.",Academics
How are 'Practical' sessions graded?,"Practicals in science and ICT are graded based on lab reports, performance during sessions, and practical exams.",Academics
What is the 'Departmental Head's' role?,The administrator responsible for the day-to-day academic operations of a specific subject area.,Academics
Can I take a 'Leave of Absence'?,"Yes, students can apply for an official break from their studies for up to two semesters for personal or medical reasons.",Academics
What is the 'Student Handbook'?,"A comprehensive guide containing all academic rules, student rights, and disciplinary procedures.",Academics
What is a 'Major-Minor' combination?,"An academic plan where a student focuses on one primary subject (Major) and a secondary subject (Minor).",Academics
What is 'Grade Point'?,"The numerical value assigned to a letter grade (e.g., A=5, B=4).",Academics
What is the 'Quality Point Average' (QPA)?,The average of the quality points earned in a specific semester.,Academics
Does UTG have an 'Honors' program?,"While there isn't a separate program, students with high CGPAs are awarded degrees 'with honors'.",Academics
What is 'Academic Advising' week?,"A designated time each semester for students to meet with advisors before registering for the next term's courses.",Academics
What is 'Curriculum Review'?,The periodic process of updating course content to ensure it remains relevant to national and global needs.,Academics
What is the 'University Portal' used for in academics?,"Students use the portal to register for courses, check their grades, and download their unofficial transcripts.",Academics
"What is a 'Lecture' versus a 'Tutorial'?","A lecture is a large-group session for content delivery, while a tutorial is a small-group session for discussion.",Academics
What is the 'School of Graduate Studies' role?,"The administrative body that coordinates all Master's and PhD programs across the university.",Academics
What is the 'Research Abstract'?,A concise summary of a student's thesis or research project required for graduation.,Academics
What is the 'Bibliography' requirement?,"All academic papers and theses must include a list of sources cited, usually following the APA style at UTG.",Academics
What is 'Plagiarism Detection'?,"The use of digital tools like Turnitin to check if a student's work has been copied from other sources.",Academics
What is a 'Mock Exam'?,"A practice examination sometimes given by lecturers to prepare students for the final end-of-semester exam.",Academics
How are 'Dissertations' examined?,"By an internal examiner from UTG and an external examiner from another recognized institution.",Academics
What is the 'Credit Hour'?,"A unit of measure representing one hour of instruction per week for a 14-week semester.",Academics
What is 'Academic Standing'?,"The status of a student (e.g., Good Standing, Probation) based on their CGPA performance.",Academics
What is the 'Final Grade Point Average' (FGPA)?,The overall average calculated at the completion of a degree program used for class placement.,Academics
What is 'Academic Forgiveness'?,"A rare policy where a student's previous poor grades are excluded from CGPA calculation after a long break.",Academics
What is 'Concurrent Enrollment'?,When a student is enrolled in two different programs or institutions simultaneously (strictly regulated).,Academics
What is the 'University Timetable'?,The schedule showing the time and location of all lectures and exams for the semester.,Academics
What is a 'Foundation Course'?,"An introductory course in the Access Programme meant to prepare students for undergraduate study.",Academics
What is 'Peer Review' in academics?,"The evaluation of a student or researcher's work by others in the same field to maintain quality.",Academics
What is 'In-Course Assessment'?,"Another term for Continuous Assessment (CA) conducted during the semester.",Academics
What is the 'Passing Grade' for Law students?,"In the Faculty of Law, a student must typically score at least a 'D' to pass a course.",Academics
What is a 'Certificate of Completion'?,A document issued to students who finish a short course or diploma without a full degree.,Academics
What is 'Academic Grievance'?,A formal complaint by a student regarding a grade or academic treatment.,Academics
What is 'Grade Change' policy?,"Grades can only be changed if a clerical error is discovered, following a formal petition to the Dean.",Academics
What is 'Academic Award'?,A prize or recognition given for top academic performance in a specific subject or level.,Academics
What is 'Student Engagement'?,"The degree of attention and passion students show in their learning and university community.",Academics
What is 'Blended Learning'?,"An education style that combines traditional face-to-face teaching with online learning activities.",Academics
What is 'Quantitative' research?,"A research method focused on numerical data and statistical analysis, common in Economics and Science.",Academics
What is 'Qualitative' research?,"A research method focused on non-numerical data like interviews and observations, common in Social Sciences.",Academics
What is 'Academic Misconduct'?,A broad term for any violation of the university's academic rules and ethical standards.,Academics
What is 'Transcript Verification'?,The process where UTG confirms the authenticity of a student's previous university records.,Academics
What is 'Degree Classification'?,"The ranking of a degree (e.g., First Class, Second Class Upper) based on the final CGPA.",Academics
What is 'Syllabus Alignment'?,Ensuring that the course content meets the learning outcomes set by the university and industry.,Academics
What is 'Academic Mentorship'?,A relationship where a senior student or staff member guides a junior student's academic growth.,Academics
What is the 'Faculty Handbook'?,A specific guide for each school detailing its unique academic requirements and course lists.,Academics
What is 'Self-Directed Learning'?,A learning style where students take initiative in their research and study beyond the lecture hall.,Academics
What is the 'GPA Calculator' on the portal?,A tool for students to estimate their semester GPA based on their expected grades.,Academics
What is 'Examination Malpractice'?,"Any prohibited behavior during an exam, such as having notes or using a mobile phone.",Academics
What is the 'Registrar’s Archive'?,The secure facility where all historical academic records of UTG graduates are kept.,Academics
What is 'Course Evaluation' by students?,"A process at the end of each semester where students provide feedback on the lecturer's performance.",Academics
What is 'Research Ethics' approval?,"Mandatory clearance for any research involving human participants to ensure safety and privacy.",Academics
What is 'Academic Year'?,The period starting in September/October and ending in June/July of the following year.,Academics
What is 'First Semester'?,"The first half of the academic year, typically running from October to February.",Academics
What is 'Second Semester'?,"The second half of the academic year, typically running from March to July.",Academics
What is a 'Mid-Term Exam'?,An assessment usually held in the middle of the semester as part of the CA.,Academics
What is 'Attendance Monitoring'?,The system where lecturers record student presence in every class using an attendance register.,Academics
What is 'Grade Moderation'?,A meeting of faculty to review and adjust grades to ensure consistency across different class sections.,Academics
What is the 'Dean of Faculty' role?,"The academic leader of a school responsible for maintaining the quality of education and research.",Academics
What is 'Course Registration'?,The online process of selecting the modules a student intends to take for a specific semester.,Academics
What is 'Degree Audit'?,A report showing which requirements a student has completed and what remains for graduation.,Academics
What is 'Scholarly Writing'?,"The formal style of writing used in academic papers, emphasizing clarity and proper citation.",Academics
What is 'Standardized Testing'?,Tests like the UTG entrance exam that are designed to be consistent and fair for all applicants.,Academics
What is 'Learning Outcomes'?,Specific statements describing what students should know and be able to do by the end of a course.,Academics
What is 'Academic Suspension'?,A disciplinary action where a student is barred from the university for a specified period due to misconduct.,Academics
What is 'Expulsion'?,The permanent removal of a student from the university due to severe academic or behavioral violations.,Academics
What is 'Summative Assessment'?,"Assessments that evaluate student learning at the end of a unit, like final exams.",Academics
What is 'Formative Assessment'?,"Assessments that monitor student learning to provide ongoing feedback, like quizzes.",Academics
What is 'Course Validation'?,The process of ensuring that a new course meets the university’s academic standards before it is offered.,Academics
What is 'Interdisciplinary' study?,"When a student combines knowledge and methods from two or more different academic disciplines.",Academics
What is 'Academic Portfolio'?,A collection of a student's work over time used to demonstrate their learning and skills.,Academics
What is 'Clinical Training'?,Hands-on practical experience in a hospital setting for medical and nursing students.,Academics
What is 'Field Work'?,"Practical research or experience conducted outside the classroom, common in Geography and Agriculture.",Academics
What is 'Teaching Practice'?,A mandatory period where Education students teach in a school under the supervision of a mentor.,Academics
What is 'Thesis Defense'?,The final oral presentation and questioning session for a graduate student's research project.,Academics
What is 'Credit Weighting'?,The relative importance of a course based on its credit hours in the calculation of the GPA.,Academics
What is 'Internal Moderation'?,The review of exam papers by a colleague within the same department before they are administered.,Academics
What is 'Grading Scale'?,"The system of letter grades and numerical values used by the university (e.g., A=5, B=4, etc.).",Academics
What is 'Academic Probation Period'?,The specific amount of time (usually one year) a student has to improve their CGPA while on probation.,Academics
What is 'Semester Load'?,The total number of credits a student is registered for in a single semester.,Academics
What is 'Course Transfer'?,The process of applying a credit earned in one course toward a different degree requirement.,Academics
What is 'University Accreditation'?,The formal recognition by a national body that UTG meets the required quality standards for higher education.,Academics
What is 'Academic Scholarship'?,The activity of learning and research conducted by students and faculty at a university.,Academics
What is 'Professional Development'?,Short courses or activities meant to improve a person’s skills in their career.,Academics
What is 'Academic Merit'?,A student’s performance and achievement levels in their studies.,Academics
What is 'Grade Report'?,The document issued at the end of the semester showing the student’s performance in all courses.,Academics
What is 'Student ID' requirement in exams?,"Students must present a valid university ID card to be allowed into any examination hall.",Academics
What is 'Academic Policy'?,The set of rules and guidelines that govern all academic activities at the university.,Academics
What is 'Course Registration Pin'?,A unique code provided to students after fee payment to unlock the registration portal.,Academics
What is 'Academic Review Board'?,A committee that hears appeals from students regarding academic disciplinary actions.,Academics
What is 'Degree Conferment'?,The formal granting of a degree to a student who has met all graduation requirements.,Academics
What is 'Academic Rank'?,"The title of a faculty member based on their experience and research (e.g., Lecturer, Professor).",Academics
What is 'Research Grant'?,Funding provided by the university or an external body to support a specific research project.,Academics
What is 'Scholarly Journal'?,A periodic publication that contains peer-reviewed research articles.,Academics
What is 'Citation Style'?,"The set of rules for acknowledging the sources used in an academic work (e.g., APA).",Academics
What is 'Academic Outreach'?,Activities where the university shares its knowledge and resources with the general public.,Academics
What is 'Learning Environment'?,The physical and social setting in which learning takes place at the university.,Academics
What is 'Student Retention'?,The ability of the university to keep its students enrolled until they complete their degrees.,Academics
What is 'Academic Excellence'?,"High-level achievement in teaching, learning, and research.",Academics
What is 'Course Syllabus'?,A summary and schedule of the topics to be covered in a specific course.,Academics
What is 'Academic Calendar Year'?,The period from the start of the first semester to the end of the summer session.,Academics
What is 'Examination Schedule'?,"The document listing the dates, times, and venues for all final exams.",Academics
What is 'Academic Integrity Workshop'?,A session for new students to learn about the importance of honesty in university work.,Academics
What is 'Departmental Meeting'?,A regular gathering of faculty members to discuss academic and administrative matters.,Academics
What is 'University Convocation'?,The formal assembly of the university community for the purpose of granting degrees.,Academics
What is 'Academic Progression'?,"The movement of a student from one level of study to the next (e.g., from 100 to 200 level).",Academics
What is 'Course Content'?,The specific information and topics taught within a particular course.,Academics
What is 'Academic Supervisor'?,A faculty member who oversees a student's final year project or thesis.,Academics
What is 'Student Learning'?,The process of acquiring new knowledge and skills through university education.,Academics
What is 'Academic Success'?,The attainment of high grades and the completion of a degree program.,Academics
What is 'Course Material'?,"The resources provided to students to help them learn, such as textbooks and lecture notes.",Academics
What is 'Academic Freedom'?,The right of faculty and students to research and discuss any topic without fear of censorship.,Academics
What is 'University Grade'?,The final mark assigned to a student for a course at the end of the semester.,Academics
What is 'Academic Standards'?,The level of quality and achievement that the university expects from its students and staff.,Academics
What is 'Course Assessment'?,The methods used to measure a student’s understanding of a subject.,Academics
What is 'Academic Support'?,Services such as tutoring and advising that help students succeed in their studies.,Academics
What is 'University Lecture'?,A formal talk given by a professor to a group of students on a specific subject.,Academics
What is 'Academic Program'?,A set of courses that leads to a specific degree or qualification.,Academics
What is 'Student Achievement'?,The progress and success a student makes in their academic work.,Academics
What is 'Academic Advisor Meeting'?,A scheduled session where a student and advisor discuss academic progress.,Academics
What is 'Course Learning'?,The knowledge and skills gained from a specific university course.,Academics
What is 'Academic Community'?,"The group of students, faculty, and staff involved in learning and research at the university.",Academics
What is 'University Education'?,Higher-level learning provided by the University of The Gambia.,Academics
What is 'Academic Performance'?,How well a student does in their courses and exams.,Academics
What is 'Course Outline Revision'?,The process of updating the syllabus for a course to reflect new knowledge.,Academics
What is 'Academic Staff'?,The teachers and researchers employed by the university.,Academics
What is 'Student Records'?,The official documents that track a student’s progress and achievement at the university.,Academics
What is 'Academic Guidance'?,The advice and help provided to students to help them succeed in their studies.,Academics
What is 'University Course'?,A specific subject of study offered by the university.,Academics
What is 'Academic Qualification'?,A degree or diploma earned by a student upon the completion of a program.,Academics
What is 'Course Work'?,The assignments and activities completed by a student during a course.,Academics
What is 'Academic Integrity Policy'?,The university’s official rules regarding honesty in academic work.,Academics
What is 'University Grade System'?,The set of letters and numbers used to report student performance.,Academics
What is 'Academic Year Schedule'?,The list of important dates for the university school year.,Academics
What is 'Course Registration Period'?,The specific weeks during which students can sign up for their classes.,Academics
What is 'Academic Study'?,The act of learning and researching at the university level.,Academics
What is 'University Academic Standards'?,The expectations for quality and performance at UTG.,Academics
What is 'Academic Progress'?,The successful completion of courses and requirements over time.,Academics
