question,answer,category
Is there a fee for the "Attestation Letter"?,"Yes, there is a small administrative fee (usually D200–D500) for processing an official attestation of completion.",Graduation
What is the "Convocation Address"?,"The keynote speech delivered by the Vice-Chancellor or a guest speaker during the graduation ceremony.",Graduation
How do I verify that my name is spelled correctly on the certificate?,"During the final clearance at Exams and Records, you must verify your name as it appears on your birth certificate or passport.",Graduation
What is the "Academic Procession"?,"The formal march of the University Chancellor, Senate, Staff, and Graduands that marks the beginning of the ceremony.",Graduation
What is the "Convocation Levy" for 2026?,"The convocation levy is a mandatory D1,000 fee that covers the graduation ceremony, certificate printing, and administrative processing.",Graduation
How many guest cards are issued per student?,"Each graduand is strictly issued two (2) invitation cards for their guests due to venue capacity constraints at the Faraba Campus.",Graduation
Can I collect my gown without a national ID?,"No, you must present a valid Student ID, Passport, or National Identity Card before the Faculty Officer can release your regalia.",Graduation
What is the deadline for the "Add/Drop" of names on the graduation list?,"Prospective graduands must verify and confirm the spelling of their names on the provisional list at least 21 days before the ceremony.",Graduation
Is the "Matriculation Ceremony" a prerequisite for graduation?,"Yes, participation in the matriculation ceremony during your first year is a formal requirement for graduation eligibility.",Graduation
What is the protocol for returning the academic gown?,"Gowns must be returned to your respective Faculty Office within three (3) working days after the ceremony to avoid a D100 per day late fee.",Graduation
Are there specific dress codes under the graduation gown?,"Yes, the university requires formal business attire (e.g., a suit and tie for men or professional dresses/suits for women).",Graduation
What happens if I miss the convocation ceremony?,"Students who miss the ceremony can collect their certificates from the Registrar’s Office after paying a D500 'Absentia' fee.",Graduation
Where is the 16th Convocation Ceremony being held?,"The 2026 ceremony is scheduled to take place at the UTG/WASCAL Ground at the Kanifing Campus or the Faraba Banta grounds.",Graduation
"How do I apply for a 'Final Transcript'?",Transcripts are requested via the Exams and Records unit by presenting your final clearance form and payment receipt of D350.,Graduation
Can I wear a custom sash over my official gown?,"No, graduands are strictly prohibited from wearing any custom sashes or unauthorized accessories on top of the official academic regalia.",Graduation
What is the "Tassel Protocol" during the ceremony?,"The tassel on the mortarboard is worn on the right side before the degree is conferred and shifted to the left immediately after.",Graduation
How do I resolve a "Missing Grade" during clearance?,"You must contact the lecturer of the course and your Head of Department (HOD) to ensure the grade is uploaded before the audit deadline.",Graduation
Does the university provide a graduation booklet?,"Yes, a formal convocation booklet listing all graduands, prize winners, and the order of proceedings is distributed at the entrance.",Graduation
What is the "Academic Audit" phase of graduation?,"It is the process where the University Senate reviews every student's credit history to confirm they have met the degree requirements.",Graduation
How do I pay for the "Alumni Registration"?,"Payment is made at any Trust Bank or GTBank branch using the 'UTG Alumni Association' account number found on the clearance form.",Graduation
Can I invite more than two guests if I pay extra?,"No, the university does not sell extra invitation cards; attendance is strictly limited based on the two cards provided per student.",Graduation
What is the "Faculty Procession"?,"It is the formal entry of graduands into the venue, led by their respective Faculty Officers and preceded by the University Mace.",Graduation
How do I obtain a "Letter of Completion" before the certificate is ready?,"Once cleared, you can apply for an Attestation Letter at the Registrar's Office for a small administrative fee of D200.",Graduation
Are children allowed at the convocation ceremony?,"Children are generally discouraged due to the long duration and formal nature of the ceremony, but if invited, they require a guest card.",Graduation
What is the "Chancellor’s Award"?,"A prestigious award given to the overall best-performing student across all schools and faculties during the graduation year.",Graduation
How do I verify my "Honours" classification?,"Honours (First Class, Second Upper, etc.) are determined by your final CGPA and will be officially listed in the graduation booklet.",Graduation
What is the "Vice Chancellor’s Procession"?,"The final and most senior procession of the ceremony, consisting of the Vice Chancellor, Governing Council, and the Chancellor.",Graduation
Can I use a digital copy of my receipt for gown collection?,"No, you must present the original bank-stamped receipt to the Faculty Officer to receive your academic robes.",Graduation
What happens if I have an "Incomplete" (I) grade in my final year?,"An 'I' grade will prevent you from appearing on the graduation list until it is resolved and replaced with a passing grade.",Graduation
What is the "Gown Collection" schedule for 2026?,"Collection usually begins two weeks before the ceremony date, running from 9:00 a.m. to 4:00 p.m. at the Kanifing and Banjul campuses.",Graduation
How do I update my name if it is misspelled on the graduation list?,"You must take your birth certificate or passport to the Exams and Records unit to request a formal name correction before printing.",Graduation
Is there a separate ceremony for Master's and PhD students?,"No, all undergraduate and postgraduate degrees are conferred during the same convocation ceremony, though they sit in different sections.",Graduation
What is the "Order of Proceedings"?,"The official program guide that outlines the sequence of speeches, conferment of degrees, and the presentation of prizes.",Graduation
How do I access the "Graduation Photo Gallery"?,"The university usually uploads official event photos to the UTG website and social media pages within a week after the ceremony.",Graduation
What is the "Viva Voce" requirement for Master's and PhD students?,"Postgraduate students must successfully defend their thesis or dissertation before a panel of internal and external examiners to be eligible for graduation.",Graduation
How is the Valedictorian selected?,"The Valedictorian (Overall Best Student) is chosen based on the highest CGPA across all schools, with 'Summa Cum Laude' honors typically requiring a 3.90+ CGPA.",Graduation
What is the "Graduation Rehearsal" and is it mandatory?,"Rehearsals are typically held at the Faraba Banta campus a day before the ceremony to walk through the procession and stage protocols; attendance is highly recommended.",Graduation
"Does UTG issue 'E-Certificates'?",Official certificates are issued in physical hardcopy; however, students can request a verified digital PDF of their transcript through the portal for a fee.,Graduation
What is the "Exit Interview" conducted by the Quality Assurance unit?,"As part of the 2026 clearance, graduates may be asked to complete a survey about their academic experience to help improve university services.",Graduation
How do I resolve a "Library Debt" flagged during graduation?,"You must return all borrowed books or pay the replacement value at the bank, then present the receipt to the University Librarian for clearance.",Graduation
Can I participate in graduation if I have a pending "Disciplinary Case"?,"No, students with active disciplinary proceedings or unresolved sanctions are ineligible for graduation until cleared by the Disciplinary Committee.",Graduation
What is the "Convocation Photo Zone"?,"A designated area at the ceremony venue where official backdrops and university banners are provided for graduates to take professional photos.",Graduation
How do I request a "Correction of Honours" on the provisional list?,"If you believe your class of degree (e.g., First Class vs. Second Upper) is incorrect, you must report to the Exams Office with your grade printouts immediately.",Graduation
What is the "Posthumous Degree" policy?,"The university may confer a degree posthumously to a student who completed all requirements but passed away before the convocation ceremony.",Graduation
Does the university provide transport to the Faraba Banta campus for graduation?,"UTG often organizes shuttle buses from the Kanifing and Brikama campuses for graduands and university staff on the morning of the ceremony.",Graduation
What is the "Alumni Networking Luncheon"?,"An optional event following the convocation where new graduates can meet established alumni and industry leaders for career mentorship.",Graduation
How long does it take for a "Letter of Completion" to be issued?,"Once the final clearance form is submitted and verified, the Registrar’s Office typically issues the attestation within 3 to 5 working days.",Graduation
"Are there 'Honorary Doctorates' awarded during convocation?","Yes, the University Chancellor and Senate may award honorary degrees (Honoris Causa) to individuals who have made significant contributions to society.",Graduation
What is the "Mace" used for in the graduation ceremony?,"The University Mace is a symbol of authority and is carried by the Bedel at the front of the Chancellor's procession.",Graduation
Can I collect my certificate on the same day as the ceremony?,"Certificates are usually ready for collection starting one week after the convocation ceremony from the Exams and Records office in Kanifing.",Graduation
What is the "Certificate Verification" service for graduates?,"External employers or universities can verify a UTG graduate's credentials by sending a formal request to the Registrar's Office.",Graduation
Are there prizes for "Best Student" in each department?,"Yes, in addition to the overall best student, each department usually awards a prize to its top-performing graduate.",Graduation
How do I pay the "Replacement Fee" for a lost certificate?,"Replacing a lost certificate requires a police report, an affidavit, and a substantial replacement fee (D2,500+) paid at a designated bank.",Graduation
What is the "Academic Hood" color code for different schools?,"The colors on the academic hood signify the graduate's field of study (e.g., Blue for Education, Gold for Science, Purple for Law).",Graduation
