question,answer,category
What is the duration of the Bachelor of Architecture program?,"The Architectural Engineering degree is a five-year program focusing on urban planning building safety and 3D modeling.",Programs
Can I pursue a Master of Law (LLM) at UTG?,"Yes, the Faculty of Law offers an LLM program in addition to its foundational LLB degree.",Programs
What is the "Doctor of Pharmacy" (PharmD) program?,"It is a high-level clinical degree offered by the School of Medicine and Allied Health Sciences to prepare advanced pharmaceutical practitioners.",Programs
Does UTG offer a BSc in Environmental Health?,"Yes, this program is hosted under the School of Medicine and Allied Health Sciences focusing on public and environmental health standards.",Programs
What is the focus of the "Bachelors of Community Building and Design" (BCBD)?,"Under the School of Engineering and Architecture, this program focuses on urban environment planning and community-led design.",Programs
Does the School of Education offer a B.Ed in Arabic?,"Yes, students can specialize in Arabic Language and Literature as part of their Bachelor of Education degree.",Programs
What are the options for the BSc in Management?,"Students can specialize in general Management, Human Resource Management, or Small Business Management.",Programs
Is there a Master’s degree in French?,"Yes, the School of Graduate Studies and Research offers a Master of Arts in French.",Programs
What is the "Higher Diploma in Agriculture" (HDA)?,"A vocational pathway under the School of Agriculture for students seeking technical expertise in soil and crop science.",Programs
Does the university offer a degree in Sociology?,"Yes, Sociology is available as a major or minor within the School of Arts and Sciences.",Programs
What is the BSc in Procurement and Supply Chain Management?,"A specialized business degree focusing on logistics, ethical sourcing, and strategic supply chain operations.",Programs
Can I study Psychology at UTG?,"Yes, the School of Arts and Sciences offers a BSc in Psychology for students interested in behavioral sciences.",Programs
Does UTG offer a degree in Telecommunications?,"Yes, the School of ICT offers a BSc in Telecommunications and Wireless Technologies.",Programs
What is the "University Foundation Year"?,"A non-degree structure designed to prepare students for the academic rigors of university-level study before they enter a major.",Programs
Are there programs for Midwifery?,"Yes, the School of Medicine and Allied Health Sciences offers a specialized BSc in Nursing with concentrations in Midwifery.",Programs
Does the university have a degree in Public Administration?,"Yes, UTG offers Public Administration at the Bachelor (B.A.), Master (MSc/MPA), and PhD levels.",Programs
What is the focus of the BSc in Physics?,"The program offers a strong foundation in theoretical and experimental physics, preparing students for research or engineering tracks.",Programs
Can I study Islamic Studies at UTG?,"Yes, the B.A. in Islamic Studies is one of the foundational programs in the School of Arts and Sciences.",Programs
Does the School of ICT offer Software Engineering?,"Yes, the BSc in Software Engineering is a core technical program focused on application development and enterprise systems.",Programs
What is the B.Ed in Agricultural Education?,"A specialized education degree that prepares teachers for agricultural science curricula in secondary schools.",Programs
Is there a program for "African History"?,"Yes, the School of Graduate Studies offers a Master of Arts in African History focusing on regional and continental narratives.",Programs
What is the "Para Legal" diploma?,"The Faculty of Law offers a Diploma in Para Legal studies for those seeking legal support roles.",Programs
Can I study Christian Religious Studies (CRS)?,"Yes, CRS is offered as a Bachelor of Arts program under the School of Arts and Sciences.",Programs
Does the university offer a degree in Tourism?,"Yes, the B.A. in Tourism and Hospitality Management is a key program within the School of Business.",Programs
What is the BSc in Medical Laboratory Science (MLS)?,"It is a four-year clinical program focusing on diagnostic laboratory techniques and pathology.",Programs
Does the School of Education offer a B.Ed in Geography?,"Yes, the school offers a Bachelor of Education with a major in Geography for secondary education.",Programs
What is the focus of the BSc in Islamic Finance?,"A business specialization focusing on Sharia-compliant financial systems, banking, and investment.",Programs
Does UTG offer a Master of Science in Mathematics?,"Yes, the School of Graduate Studies offers an MSc in Mathematics for advanced research and academic careers.",Programs
What is the "BSc in Procurement and Supply Chain Management"?,"A specialized degree under the School of Business and Public Administration focusing on logistics and strategic sourcing.",Programs
Does UTG offer a Master of Science in Economics?,"Yes, the School of Business and Public Administration offers an MSc in Economics starting in the 2025/2026 academic year.",Programs
What is the "BSc in Islamic Finance" program?,"A degree that combines traditional finance principles with Sharia-compliant banking and investment practices.",Programs
Can I pursue a PhD in Public Administration at UTG?,"Yes, the School of Business and Public Administration now offers a Doctor of Philosophy (Ph.D.) in Public Administration.",Programs
What is the "BSc in Social Work"?,"An undergraduate program in the School of Arts and Sciences designed to train students for community service and social welfare roles.",Programs
Is there a Master of Science in Statistics and Data Science?,"Yes, this program is offered by the School of Arts and Sciences to address the growing demand for data analysts in The Gambia.",Programs
What is the "BSc in Christian Religious Studies"?,"A Bachelor of Arts program within the School of Arts and Sciences focusing on theological and biblical studies.",Programs
Does the School of Education offer a Master’s in Administration and Management?,"Yes, the M.Ed in Administration and Management is available for educational leaders and school principals.",Programs
What is the "MSc in Education Management Information Systems"?,"A specialized postgraduate program focusing on the use of data and ICT in managing educational institutions.",Programs
Can I get a Master of Science in Computer Science at UTG?,"Yes, the School of ICT offers an MSc in Computer Science for advanced technical specialization.",Programs
What is the "MSc in Management Information Systems" (MIS)?,"A program in the School of ICT that bridges the gap between technical computer science and business management.",Programs
Is there an "MSc in Telecommunications" program?,"Yes, the School of ICT provides this program to train experts for the burgeoning Gambian telecom industry.",Programs
What is the "BSc in Nursing and Reproductive Health"?,"A core medical program focusing on clinical nursing with a strong emphasis on maternal and infant health.",Programs
Does UTG offer a "Postgraduate Diploma in Midwifery"?,"Yes, it is a specialized one-year program for registered nurses to advance into professional midwifery.",Programs
What is the "Postgraduate Diploma in Nurse Anaesthesia"?,"A clinical specialty program designed to train nurses in the administration of anesthesia and perioperative care.",Programs
Is there a Master of Public Health (MPH) program?,"Yes, the School of Medicine and Allied Health Sciences offers the MPH with various concentrations like Epidemiology.",Programs
What is the "PhD in Agronomy" program?,"A research-intensive doctoral degree offered by the School of Agriculture and Environmental Sciences.",Programs
Does the university offer a "Diploma in Climate Action"?,"Yes, a 2026 initiative designed to provide practical skills in climate mitigation and environmental resilience.",Programs
What is the "BSc in Horticulture"?,"A specialized track within the School of Agriculture focusing on the science and art of growing fruits, vegetables, and ornamental plants.",Programs
Is there a "BSc in Fisheries and Aquaculture"?,"Yes, this program is managed by the Veterinary and Animal Science Department to support the national fishing industry.",Programs
What is the "BSc in Food Science and Technology"?,"A program focused on food processing, safety, and nutritional value, housed under the School of Agriculture.",Programs
Does the university offer a "BSc in Veterinary Science"?,"Yes, it is a key program under the School of Agriculture and Environmental Sciences aimed at animal health management.",Programs
What is the "BSc in Community Building and Design" (BCBD)?,"The signature program of the School of Engineering and Architecture, focusing on sustainable urban development.",Programs
Can I pursue a "Master of Arts in African History"?,"Yes, this is a core postgraduate program within the School of Arts and Sciences focusing on continental and regional history.",Programs
What is the "PhD in African History"?,"An advanced doctoral research program for historians, newly expanded for the 2026 academic cycle.",Programs
Does the Faculty of Law offer an LLM (Master of Laws)?,"Yes, the Faculty of Law has introduced Master of Laws programs in specialized areas like Human Rights and Commercial Law.",Programs
What is the "BSc in Environmental Sciences"?,"A degree program that explores ecological systems, pollution control, and natural resource management.",Programs
Is there a "Postgraduate Diploma in Health Promotion and Education"?,"Yes, this program is designed for public health workers to specialize in community health communication.",Programs
What is the "BSc in Tourism and Hospitality Management"?,"A management-focused degree tailored for the Gambian tourism sector, under the School of Business.",Programs
Can I study "Christian Studies" as a major?,"Yes, the BA in Christian Studies is a degree option within the School of Arts and Sciences.",Programs
What is the "BSc in Banking and Finance"?,"A degree designed for students aiming for careers in the commercial banking and financial services industry.",Programs
Does the university offer a "BSc in Marketing"?,"Yes, the School of Business provides a comprehensive marketing program covering digital and traditional strategies.",Programs
What is the "BSc in Management"?,"A versatile degree focusing on organizational behavior, leadership, and operational efficiency.",Programs
Is there a "BSc in Public Administration"?,"Yes, it is a core program for those seeking careers in government, NGOs, and the public sector.",Programs
What is the "BSc in Journalism" program?,"A degree in the School of Journalism and Digital Media focusing on media ethics, broadcasting, and news writing.",Programs
Does the university have a "Diploma in Networking and Cloud Computing"?,"Yes, the School of ICT offers this professional diploma focusing on AWS and modern network architecture.",Programs
What is the "BSc in Information Systems"?,"A program that focuses on the practical application of information technology to solve business problems.",Programs
Can I study "Social Work" at the Bachelor's level?,"Yes, the BA in Social Work is a recognized degree track in the School of Arts and Sciences.",Programs
What is the "BSc in Biology"?,"A natural science degree program offering concentrations in molecular biology, zoology, or botany.",Programs
Does the university offer a "BSc in Chemistry"?,"Yes, a core science degree focusing on analytical, organic, and inorganic chemistry.",Programs
What is the "BSc in Physics"?,"A physical science degree that also offers pathways into Renewable Energy and Applied Physics.",Programs
Is there a "BSc in Mathematics" program?,"Yes, providing a strong foundation for research, actuary science, and secondary education.",Programs
What is the "MSc in Physics (Renewable Energy)"?,"A specialized Master's track designed to address The Gambia's sustainable energy needs.",Programs
Can I take a "Master of Arts in English"?,"Yes, the School of Arts and Sciences offers this program for advanced literary and linguistic studies.",Programs
What is the "Master of Education in Measurement and Evaluation"?,"A postgraduate track for educators specializing in assessment and standardized testing.",Programs
Does the university offer a "Bachelor of Dental Surgery" (BDS)?,"Yes, the School of Medicine recently launched the BDS program to train professional dentists.",Programs
What is the "Doctor of Pharmacy" (PharmD) program?,"A professional doctoral program preparing students for advanced clinical pharmacy practice.",Programs
Is there a "BSc in Medical Laboratory Science" (MLS)?,"Yes, it is a clinical degree program focused on diagnostic testing and laboratory management.",Programs
What is the "BSc in Public and Environmental Health"?,"A degree program focusing on community sanitation, disease prevention, and environmental safety.",Programs
Can I enroll in the "Master of Science in Research Ethics and Methodology"?,"Yes, a specialized medical postgraduate program focusing on the ethical conduct of clinical research.",Programs
